Database of representative transcript models for protein-coding genes in X. laevis and for the poly(A)-tail length standards.
Transcript models were curated from Unigene; the sequence of each transcript is provided in an accompanying file (Xenopus_whole_transcripts.txt).
Coordinates of each Xenopus gene are in reference to the corresponding sequence in Xenopus_whole_transcripts.txt.
UniqueID	GeneName	UniqueID	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
52139152	hypothetical LOC494704	52139152	+	0	1951	478	1744	1	0	1951,
392856271	growth hormone-releasing hormone receptor (GHRHR) mRNA	392856271	+	0	1844	98	1367	1	0	1844,
51593208	MGC85501 protein	51593208	+	0	1298	166	874	1	0	1298,
49257680	MGC84316 protein	49257680	+	0	1256	218	788	1	0	1256,
50417719	ATPase	50417719	+	0	4685	418	4045	1	0	4685,
27884296	mRNA for galectin family xgalectin-VIa	27884296	+	0	1428	35	995	1	0	1428,
49115403	similar to Hermansky-Pudlak syndrome 3	49115403	+	0	3362	196	3193	1	0	3362,
49257877	MGC84671 protein	49257877	+	0	2654	252	1935	1	0	2654,
27696468	hypothetical protein MGC53487	27696468	+	0	3098	83	386	1	0	3098,
189441689	hypothetical protein LOC779090	189441689	+	0	5806	91	5530	1	0	5806,
56269160	hypothetical LOC496008	56269160	+	0	1633	187	1414	1	0	1633,
4585373	Wnt inhibitory factor-1 (WIF-1) mRNA	4585373	+	0	1919	93	1218	1	0	1919,
47939845	hypothetical protein MGC83511	47939845	+	0	5799	191	1301	1	0	5799,
60649670	hypothetical protein LOC100036774	60649670	+	0	3063	434	1553	1	0	3063,
125858903	hypothetical protein LOC100037198	125858903	+	0	1379	47	611	1	0	1379,
83405129	bcl-XL protein	83405129	+	0	1101	152	767	1	0	1101,
27694788	synapse associated protein 1	27694788	+	0	1886	71	1166	1	0	1886,
27923326	Ser/Thr protein kinase PAR-1A mRNA	27923326	+	0	3058	191	2369	1	0	3058,
51513393	MGC86547 protein	51513393	+	0	1991	259	1198	1	0	1991,
50414563	nudix (nucleoside diphosphate linked moiety X)-type motif 13	50414563	+	0	1567	129	1152	1	0	1567,
89027184	shroom-like protein (shrm) mRNA	89027184	+	0	5727	0	5367	1	0	5727,
46329839	hypothetical protein MGC83087	46329839	+	0	2179	41	2123	1	0	2179,
125858897	hypothetical protein LOC100037181	125858897	+	0	1507	31	1183	1	0	1507,
40352730	hypothetical protein MGC69056	40352730	+	0	7762	245	3554	1	0	7762,
49118900	MGC82535 protein	49118900	+	0	3690	59	2726	1	0	3690,
3309244	retinoblastoma A associated protein mRNA	3309244	+	0	1973	330	1608	1	0	1973,
33417062	G protein pathway suppressor 2	33417062	+	0	1342	116	1181	1	0	1342,
163915546	MGC82624 protein	163915546	+	0	1466	25	1135	1	0	1466,
49256075	MGC81895 protein	49256075	+	0	2747	109	2260	1	0	2747,
51262002	MGC84155 protein	51262002	+	0	1016	116	611	1	0	1016,
47124896	hypothetical protein MGC81460	47124896	+	0	2369	105	1569	1	0	2369,
49115464	MGC80817 protein	49115464	+	0	1403	169	649	1	0	1403,
1679783	radical fringe mRNA	1679783	+	0	2514	76	1099	1	0	2514,
47123984	hypothetical protein MGC83824	47123984	+	0	1931	477	1818	1	0	1931,
51258810	MGC78850 protein	51258810	+	0	3059	298	619	1	0	3059,
54038117	bHLH protein Hesr-1/Hey1	54038117	+	0	2096	188	1073	1	0	2096,
116063457	hypothetical protein MGC154697	116063457	+	0	1767	46	808	1	0	1767,
301131527	seven in absentia-like protein 1 isoform a (Siah1) mRNA	301131527	+	0	1329	282	1131	1	0	1329,
47939751	hypothetical protein MGC80341	47939751	+	0	4147	330	2709	1	0	4147,
67678256	Mediator of RNA polymerase II transcription subunit 31-A	67678256	+	0	1267	47	422	1	0	1267,
47940273	hypothetical protein MGC81139	47940273	+	0	2357	92	2129	1	0	2357,
27924342	frizzy-related protein 1 (Drosophila)	27924342	+	0	3034	160	634	1	0	3034,
83405608	hypothetical protein MGC131120	83405608	+	0	1693	415	1195	1	0	1693,
32450251	hypothetical protein MGC64477	32450251	+	0	1402	56	1187	1	0	1402,
169642430	hypothetical protein LOC100158291	169642430	+	0	2255	499	1561	1	0	2255,
54038422	hypothetical LOC495065	54038422	+	0	2275	205	1723	1	0	2275,
213623649	cDNA clone MGC:196753 IMAGE:9041661	213623649	+	0	1997	76	1792	1	0	1997,
49258049	MGC84319 protein	49258049	+	0	3363	278	1793	1	0	3363,
163915558	hypothetical protein LOC100137633	163915558	+	0	1681	93	1440	1	0	1681,
49257609	MGC83971 protein	49257609	+	0	1653	139	766	1	0	1653,
119850717	hypothetical LOC495271	119850717	+	0	3265	34	2653	1	0	3265,
34785495	ephrin-B2a	34785495	+	0	3056	444	1434	1	0	3056,
32484264	peroxiredoxin 6	32484264	+	0	1425	25	700	1	0	1425,
49256337	MGC84515 protein	49256337	+	0	1390	12	909	1	0	1390,
169642013	hypothetical protein LOC100158312	169642013	+	0	2266	517	1549	1	0	2266,
47124681	Nucleolar protein 6	47124681	+	0	3609	78	3459	1	0	3609,
68534026	hypothetical protein MGC114707	68534026	+	0	1639	107	692	1	0	1639,
52430484	phosphorylase	52430484	+	0	2887	19	2587	1	0	2887,
125858901	hypothetical protein LOC100037184	125858901	+	0	1321	1	1219	1	0	1321,
28279852	cystathionine-beta-synthase	28279852	+	0	1991	67	1765	1	0	1991,
37747709	MAP kinase phosphatase X17C	37747709	+	0	2501	144	1281	1	0	2501,
57032772	hypothetical LOC496300	57032772	+	0	3694	43	1561	1	0	3694,
52138958	hypothetical LOC494707	52138958	+	0	1921	441	1509	1	0	1921,
49118780	MGC80505 protein	49118780	+	0	1094	81	432	1	0	1094,
42794033	xDR-M1 mRNA for death receptor-M1	42794033	+	0	1240	168	1155	1	0	1240,
49258015	MGC84053 protein	49258015	+	0	1464	202	661	1	0	1464,
7248658	receptor protein tyrosine phosphatase LAR (XPTP-LAR) mRNA	7248658	+	0	7298	415	5782	1	0	7298,
57032766	hypothetical LOC496295	57032766	+	0	3027	127	757	1	0	3027,
28175263	hypothetical protein MGC52883	28175263	+	0	1266	253	922	1	0	1266,
52139093	hypothetical LOC494695	52139093	+	0	1079	85	952	1	0	1079,
83405106	hypothetical protein MGC130967	83405106	+	0	2366	60	1947	1	0	2366,
27462801	fibroblast growth factor-8b (FGF-8b) mRNA	27462801	+	0	2196	702	1338	1	0	2196,
49116036	MGC83636 protein	49116036	+	0	2887	235	2377	1	0	2887,
50416265	zeta-chain (TCR) associated protein kinase 70kDa	50416265	+	0	2908	85	1939	1	0	2908,
122936429	UPF0545 protein C22orf39 homolog	122936429	+	0	2174	24	345	1	0	2174,
32450239	microtubule-associated protein	32450239	+	0	1557	59	986	1	0	1557,
62471486	hypothetical protein MGC115163	62471486	+	0	2015	31	829	1	0	2015,
32450746	annexin A1	32450746	+	0	1238	63	1080	1	0	1238,
50603624	glutamate dehydrogenase 1	50603624	+	0	2448	38	1661	1	0	2448,
94323517	small heat shock protein 27 (hsp27) mRNA	94323517	+	0	1148	101	743	1	0	1148,
37589379	hematopoietically expressed homeobox	37589379	+	0	2270	115	934	1	0	2270,
54261579	cDNA clone MGC:86195 IMAGE:6956856	54261579	+	0	1068	47	833	1	0	1068,
15823788	XLKLF mRNA for lung enriched kruppel like factor	15823788	+	0	2432	305	1427	1	0	2432,
120537909	replication factor C p37 subunit	120537909	+	0	1257	55	1147	1	0	1257,
4191595	chromosome condensation protein XCAP-G mRNA	4191595	+	0	3365	152	3257	1	0	3365,
54261479	hypothetical LOC495274	54261479	+	0	877	26	281	1	0	877,
80477168	hypothetical protein MGC130995	80477168	+	0	1547	357	1245	1	0	1547,
90660171	silencing mediator for retinoid and thyroid hormone receptor (SMRT) mRNA	90660171	+	0	7375	0	7374	1	0	7375,
1850763	XAR4 mRNA for activin type I receptor	1850763	+	0	2592	387	1917	1	0	2592,
38014647	hypothetical protein MGC68555	38014647	+	0	2046	280	1813	1	0	2046,
51258646	MGC84242 protein	51258646	+	0	3412	98	3155	1	0	3412,
38197320	caveolin 1	38197320	+	0	2020	250	697	1	0	2020,
51703495	MGC82050 protein	51703495	+	0	3024	55	1966	1	0	3024,
6288731	REST-T4 (REST) mRNA	6288731	+	0	1954	107	1019	1	0	1954,
71051158	hypothetical protein MGC115725	71051158	+	0	1517	45	858	1	0	1517,
47939848	hypothetical protein MGC83540	47939848	+	0	4442	174	4113	1	0	4442,
117558219	cDNA clone MGC:154769 IMAGE:6636584	117558219	+	0	2772	47	2108	1	0	2772,
83405242	PEST-containing nuclear protein	83405242	+	0	2134	112	661	1	0	2134,
46250117	hypothetical protein MGC81351	46250117	+	0	3395	121	2542	1	0	3395,
13641478	transcription factor Otx1 (Otx1) mRNA	13641478	+	0	2175	154	1174	1	0	2175,
49256015	MGC81028 protein	49256015	+	0	1236	37	529	1	0	1236,
80476376	hypothetical protein MGC130985	80476376	+	0	3645	163	2755	1	0	3645,
52354811	hypothetical LOC494763	52354811	+	0	3649	104	1580	1	0	3649,
31339151	ap-2rep mRNA for AP-2 repressor	31339151	+	0	2283	34	1108	1	0	2283,
49119145	MGC80265 protein	49119145	+	0	1191	62	803	1	0	1191,
4704616	zinc finger protein Gli2 (Gli2) mRNA	4704616	+	0	4518	295	4360	1	0	4518,
71682210	hypothetical protein LOC446951	71682210	+	0	5379	136	5128	1	0	5379,
120538252	hypothetical protein LOC100036881	120538252	+	0	1312	18	414	1	0	1312,
83405232	hypothetical protein LOC431838	83405232	+	0	3357	312	2865	1	0	3357,
51949983	MGC81329 protein	51949983	+	0	2295	150	1632	1	0	2295,
62471490	hypothetical protein MGC115275	62471490	+	0	3345	100	1369	1	0	3345,
157423221	hypothetical protein LOC100126622	157423221	+	0	1384	304	733	1	0	1384,
114108300	zinc finger and BTB domain containing 8	114108300	+	0	1570	74	1487	1	0	1570,
4586543	mRNA for aldehyde dehydrogenase class 1	4586543	+	0	2302	262	1507	1	0	2302,
55778642	similar to FK506 binding protein 1B	55778642	+	0	2615	64	391	1	0	2615,
66911612	hypothetical protein MGC115675	66911612	+	0	1446	204	630	1	0	1446,
27735431	lin 7 homolog c (C. elegans)	27735431	+	0	1504	24	618	1	0	1504,
159155472	hypothetical protein LOC100127260	159155472	+	0	1958	25	1792	1	0	1958,
30186143	UDP-glucose (37.7 kD) (1N569)	30186143	+	0	1563	39	1086	1	0	1563,
116672739	isolate xLZK-B_20703 mitogen activated protein kinase kinase kinase 13 type B (Map3k13) mRNA	116672739	+	0	3673	294	3180	1	0	3673,
49115506	MGC80895 protein	49115506	+	0	2533	100	1447	1	0	2533,
117167900	hypothetical protein LOC398528	117167900	+	0	1943	30	1530	1	0	1943,
32469275	AHR mRNA for aryl hydrocarbon receptor	32469275	+	0	3678	577	3082	1	0	3678,
410812066	XCXCRa mRNA for C-X-C chemokine receptor type a	410812066	+	0	1122	18	1086	1	0	1122,
125858002	hypothetical protein LOC100037169	125858002	+	0	4438	33	2913	1	0	4438,
49256242	MGC84088 protein	49256242	+	0	2681	295	1366	1	0	2681,
114108130	solute carrier family 25 (mitochondrial carrier; oxoglutarate carrier)	114108130	+	0	1347	76	994	1	0	1347,
54648510	hypothetical LOC495476	54648510	+	0	4054	377	3269	1	0	4054,
27924220	x-ray repair cross-complementing group 1 protein	27924220	+	0	3699	163	2119	1	0	3699,
402795970	URP mRNA for urotensin II related peptide precursor	402795970	+	0	1105	461	821	1	0	1105,
49523114	MGC83399 protein	49523114	+	0	726	22	652	1	0	726,
67678145	importin alpha 1a	67678145	+	0	1690	45	1614	1	0	1690,
46250298	hypothetical protein MGC81093	46250298	+	0	2578	223	925	1	0	2578,
50604080	cDNA clone MGC:82453 IMAGE:4889086	50604080	+	0	4468	521	1397	1	0	4468,
33417099	hypothetical protein MGC68927	33417099	+	0	2199	174	855	1	0	2199,
120538708	hypothetical protein LOC100036856	120538708	+	0	1715	76	1006	1	0	1715,
54035124	hypothetical LOC495022	54035124	+	0	5020	215	3146	1	0	5020,
13785804	atypical GATA protein TRPS1 (TRPS1) mRNA	13785804	+	0	4626	536	4352	1	0	4626,
52139148	hypothetical LOC494683	52139148	+	0	3330	145	1330	1	0	3330,
58618909	hypothetical protein MGC85213	58618909	+	0	1550	29	1277	1	0	1550,
54311378	hypothetical protein MGC81771	54311378	+	0	1434	225	876	1	0	1434,
51703538	MGC83953 protein	51703538	+	0	3598	302	1382	1	0	3598,
37589359	hypothetical protein MGC68945	37589359	+	0	4145	92	3806	1	0	4145,
27503240	guanine nucleotide binding protein	27503240	+	0	2456	145	1225	1	0	2456,
51703515	MGC83352 protein	51703515	+	0	2437	56	1592	1	0	2437,
51703903	mineralocorticoid receptor	51703903	+	0	4726	67	3007	1	0	4726,
54038163	EGFR-coamplified and overexpressed protein precursor	54038163	+	0	1418	353	860	1	0	1418,
213980	X.laevis thyroid hormone receptor beta B2 mRNA	213980	+	0	1256	0	1245	1	0	1256,
50418250	pleckstrin homology domain containing	50418250	+	0	4347	233	2297	1	0	4347,
122936417	hypothetical protein LOC100037083	122936417	+	0	2203	6	1809	1	0	2203,
51703457	MGC81617 protein	51703457	+	0	1380	92	1172	1	0	1380,
120537883	hypothetical protein LOC100036863	120537883	+	0	1456	85	907	1	0	1456,
120538294	hypothetical protein LOC100036940	120538294	+	0	2522	164	1667	1	0	2522,
62362579	CR2 (CR2) mRNA	62362579	+	0	1077	238	814	1	0	1077,
157058888	glycine transporter 1 (GlyT1) mRNA	157058888	+	0	2219	111	2013	1	0	2219,
36021031	MAK-V/Hunk mRNA	36021031	+	0	2932	195	2271	1	0	2932,
120538316	hypothetical protein LOC100036979	120538316	+	0	1777	89	1019	1	0	1777,
28436863	peptidyl arginine deiminase	28436863	+	0	2634	27	2010	1	0	2634,
120577441	hypothetical protein LOC100037010	120577441	+	0	1806	84	1098	1	0	1806,
80476456	hypothetical protein MGC131068	80476456	+	0	1850	365	581	1	0	1850,
49115307	MGC80677 protein	49115307	+	0	1400	85	979	1	0	1400,
114108168	arylsulfatase K	114108168	+	0	1869	64	1675	1	0	1869,
46329608	hypothetical protein MGC83092	46329608	+	0	1790	28	1111	1	0	1790,
47938717	hypothetical protein MGC80175	47938717	+	0	1724	270	1533	1	0	1724,
62185687	hypothetical protein MGC115178	62185687	+	0	2308	51	2103	1	0	2308,
50603679	leukocyte cell derived chemotaxin 1	50603679	+	0	1685	46	1054	1	0	1685,
50925320	NDC1	50925320	+	0	2995	38	2021	1	0	2995,
56270475	hypothetical LOC496041	56270475	+	0	1330	189	1254	1	0	1330,
28278290	dystroglycan 1	28278290	+	0	3416	205	2866	1	0	3416,
66911081	ropporin-1-like	66911081	+	0	1028	139	799	1	0	1028,
46249467	TAF12 RNA polymerase II	46249467	+	0	926	196	691	1	0	926,
214187	alpha subunit of Gq Gtp-binding protein mRNA	214187	+	0	1348	0	1080	1	0	1348,
27371244	hydroxysteroid (17-beta) dehydrogenase 12	27371244	+	0	1382	92	1049	1	0	1382,
54648316	hypothetical LOC495483	54648316	+	0	1558	73	934	1	0	1558,
163915823	hypothetical protein LOC100137691	163915823	+	0	2823	217	1375	1	0	2823,
51949985	MGC81550 protein	51949985	+	0	1209	141	1101	1	0	1209,
47123916	ARC105 protein	47123916	+	0	2836	15	2349	1	0	2836,
146327760	hypothetical protein LOC100049760	146327760	+	0	1753	79	1492	1	0	1753,
50414722	synaptotagmin-like 2	50414722	+	0	1891	101	1673	1	0	1891,
161611991	hypothetical protein LOC100127300	161611991	+	0	920	144	450	1	0	920,
62739336	prion protein	62739336	+	0	2464	154	805	1	0	2464,
32450385	proopiomelanocortin (adrenocorticotropin/ beta-lipotropin/ alpha-melanocyte stimulating hormone/ beta-melanocyte stimulating hormone/ beta-endorphin)	32450385	+	0	1228	57	837	1	0	1228,
49522826	MGC84794 protein	49522826	+	0	1260	25	913	1	0	1260,
50927260	MGC84129 protein	50927260	+	0	1815	203	1256	1	0	1815,
124297130	hypothetical protein LOC100037114	124297130	+	0	4729	224	1244	1	0	4729,
49256358	MGC84745 protein	49256358	+	0	1996	339	1050	1	0	1996,
47123192	phospholipase C-gamma-1a	47123192	+	0	4882	128	3953	1	0	4882,
51513021	MGC82102 protein	51513021	+	0	1396	76	511	1	0	1396,
49258063	MGC84680 protein	49258063	+	0	1631	210	1167	1	0	1631,
50417968	mitochondrial ribosomal protein L1	50417968	+	0	1909	24	1023	1	0	1909,
51513436	MGC86539 protein	51513436	+	0	2282	207	1887	1	0	2282,
54311442	hypothetical LOC495313	54311442	+	0	3316	78	2715	1	0	3316,
76780027	hypothetical protein MGC52909	76780027	+	0	1417	253	1129	1	0	1417,
47682872	T-box protein	47682872	+	0	2584	3	1371	1	0	2584,
54647633	hypothetical LOC495457	54647633	+	0	3384	215	3236	1	0	3384,
47123218	hypothetical protein MGC84614	47123218	+	0	2844	222	2715	1	0	2844,
49256278	MGC84175 protein	49256278	+	0	1579	108	1020	1	0	1579,
50416499	hypothetical LOC503670	50416499	+	0	2667	54	534	1	0	2667,
76780013	hypothetical protein MGC131373	76780013	+	0	1093	120	564	1	0	1093,
47125214	hypothetical protein MGC83792	47125214	+	0	4585	40	4306	1	0	4585,
120538298	hypothetical protein LOC100036949	120538298	+	0	1385	56	1016	1	0	1385,
49898872	phosphoserine phosphatase	49898872	+	0	1772	190	904	1	0	1772,
51704028	MGC81783 protein	51704028	+	0	3576	92	2030	1	0	3576,
51703919	MGC84052 protein	51703919	+	0	1485	60	1023	1	0	1485,
1621290	origin recognition complex protein 1 (XORC1) mRNA	1621290	+	0	3209	97	2758	1	0	3209,
46329828	hypothetical protein MGC81498	46329828	+	0	1849	29	1283	1	0	1849,
47506927	hypothetical protein MGC81488	47506927	+	0	6074	155	1808	1	0	6074,
76780381	hypothetical protein MGC78953	76780381	+	0	1365	77	740	1	0	1365,
54038025	hypothetical LOC495100	54038025	+	0	1517	98	1106	1	0	1517,
49257639	MGC84083 protein	49257639	+	0	1097	113	743	1	0	1097,
213623710	cDNA clone MGC:196843 IMAGE:9093496	213623710	+	0	1914	121	1621	1	0	1914,
58047690	hypothetical protein MGC98917	58047690	+	0	4069	98	3143	1	0	4069,
54035155	hypothetical LOC495018	54035155	+	0	1941	128	1445	1	0	1941,
54647557	hypothetical LOC495415	54647557	+	0	4336	300	3060	1	0	4336,
49117993	MGC80473 protein	49117993	+	0	4269	140	3593	1	0	4269,
68534353	heat-stable protein p37	68534353	+	0	2394	67	796	1	0	2394,
49899034	MGC81420 protein	49899034	+	0	3868	129	1284	1	0	3868,
34785906	hypothetical protein MGC69127	34785906	+	0	2865	132	1413	1	0	2865,
51895922	74 kDa serum albumin	51895922	+	0	2029	42	1866	1	0	2029,
66911538	HMBA-inducible	66911538	+	0	1899	329	1187	1	0	1899,
161328592	N-methyl-D-aspartate receptor subunit NR2B mRNA	161328592	+	0	4942	371	4721	1	0	4942,
160773316	cDNA clone MGC:180080 IMAGE:6863972	160773316	+	0	1278	54	1215	1	0	1278,
66912048	hypothetical protein MGC115219	66912048	+	0	3261	69	3000	1	0	3261,
49899756	integrin	49899756	+	0	3353	202	2611	1	0	3353,
49257293	pancreatic elastase 1	49257293	+	0	967	19	814	1	0	967,
50415352	solute carrier family 40 (iron-regulated transporter)	50415352	+	0	3877	266	1997	1	0	3877,
83405250	hypothetical LOC494865	83405250	+	0	2556	85	1636	1	0	2556,
54038172	MGC82837 protein	54038172	+	0	1469	90	1089	1	0	1469,
50417551	glucocorticoid receptor protein	50417551	+	0	3393	104	2435	1	0	3393,
46249607	hypothetical protein MGC81507	46249607	+	0	2246	131	1916	1	0	2246,
66910790	transmembrane protein LOC284417 homolog A	66910790	+	0	1100	64	757	1	0	1100,
24266841	cryptic tubulin mRNA	24266841	+	0	1273	0	1272	1	0	1273,
34785489	hypothetical protein MGC68842	34785489	+	0	1020	66	444	1	0	1020,
38197296	hypothetical protein MGC68471	38197296	+	0	2176	90	651	1	0	2176,
214611	cell adhesion molecule (NCAM) mRNA	214611	+	0	3815	214	3493	1	0	3815,
51703656	MGC81734 protein	51703656	+	0	3568	129	939	1	0	3568,
37589361	hypothetical protein MGC68946	37589361	+	0	4119	89	3494	1	0	4119,
47939826	hypothetical protein MGC82621	47939826	+	0	3242	234	1356	1	0	3242,
51258764	MGC82806 protein	51258764	+	0	1748	30	1395	1	0	1748,
28302178	similar to RU2S	28302178	+	0	2444	65	1526	1	0	2444,
2522254	mRNA for XLS13A protein	2522254	+	0	1582	115	1264	1	0	1582,
57032517	hypothetical LOC496320	57032517	+	0	1619	316	1378	1	0	1619,
51704026	MGC81684 protein	51704026	+	0	1204	78	486	1	0	1204,
55778573	hypothetical LOC495828	55778573	+	0	1499	15	966	1	0	1499,
214032	cdc25 protein mRNA	214032	+	0	2999	117	1836	1	0	2999,
49256151	MGC82842 protein	49256151	+	0	2885	37	2800	1	0	2885,
50417521	MGC82392 protein	50417521	+	0	1715	70	1099	1	0	1715,
33317818	rho-GTPase activating protein (rGAP) mRNA	33317818	+	0	6849	219	5928	1	0	6849,
47124684	hypothetical protein MGC81077	47124684	+	0	1909	141	1530	1	0	1909,
47938695	TRH4 protein	47938695	+	0	1946	124	1273	1	0	1946,
80476476	homeo box HB9	80476476	+	0	1969	288	1290	1	0	1969,
54311509	hypothetical protein LOC594871	54311509	+	0	1244	50	752	1	0	1244,
38051842	hypothetical protein MGC68604	38051842	+	0	1291	38	671	1	0	1291,
83318222	hypothetical protein MGC131247	83318222	+	0	1795	8	1640	1	0	1795,
50416478	MGC82349 protein	50416478	+	0	2430	132	1029	1	0	2430,
47938700	Tetratricopeptide repeat protein 30	47938700	+	0	2246	128	2084	1	0	2246,
163644193	xTNF-alpha mRNA for tumor necrosis factor alpha	163644193	+	0	966	64	742	1	0	966,
146327067	hypothetical protein LOC100049742	146327067	+	0	1106	25	712	1	0	1106,
27697186	coatomer protein complex	27697186	+	0	3030	13	2761	1	0	3030,
50603784	hypothetical protein MGC82350	50603784	+	0	1603	41	1568	1	0	1603,
54038093	hypothetical protein LOC594870	54038093	+	0	1255	39	759	1	0	1255,
55250668	hypothetical LOC495693	55250668	+	0	3261	100	1705	1	0	3261,
54038141	hypothetical LOC495146	54038141	+	0	2892	71	2120	1	0	2892,
54648226	hypothetical LOC495484	54648226	+	0	1630	206	1358	1	0	1630,
50417986	MGC80412 protein	50417986	+	0	5605	382	3073	1	0	5605,
80477834	cDNA clone MGC:132259 IMAGE:5073580	80477834	+	0	2355	201	2325	1	0	2355,
2905611	gp130p1 (xgp130) mRNA	2905611	+	0	3539	201	2847	1	0	3539,
125858591	hypothetical protein LOC100037193	125858591	+	0	2127	4	1528	1	0	2127,
120577578	hypothetical protein LOC100037033	120577578	+	0	2122	79	2020	1	0	2122,
71724850	mRNA decapping enzyme (DCP2) mRNA	71724850	+	0	1261	0	1260	1	0	1261,
10442647	homeobox protein Nkx2-4 (Nkx2-4) mRNA	10442647	+	0	1314	21	1032	1	0	1314,
50417683	NIMA (never in mitosis gene a)-related expressed kinase 8	50417683	+	0	3400	364	2341	1	0	3400,
120577555	hypothetical protein LOC100036997	120577555	+	0	3050	85	1063	1	0	3050,
49256029	pontin	49256029	+	0	1776	144	1515	1	0	1776,
71682396	cardiac myosin-binding protein C	71682396	+	0	4322	53	3908	1	0	4322,
51261690	MGC84286 protein	51261690	+	0	1060	64	898	1	0	1060,
80477610	hypothetical protein MGC131025	80477610	+	0	2023	121	787	1	0	2023,
50417743	matrix metalloproteinase 13 (collagenase 3)	50417743	+	0	2441	171	1548	1	0	2441,
38051931	hypothetical protein MGC68503	38051931	+	0	3068	500	2177	1	0	3068,
54311292	hypothetical LOC495407	54311292	+	0	1977	54	1377	1	0	1977,
169642712	hypothetical protein LOC100158293	169642712	+	0	2275	189	1530	1	0	2275,
12003359	telomerase reverse transcriptase (TERT) mRNA	12003359	+	0	4312	219	3795	1	0	4312,
50417721	B-cell CLL/lymphoma 6 (zinc finger protein 51)	50417721	+	0	4377	86	2192	1	0	4377,
49257296	MGC82611 protein	49257296	+	0	1388	29	986	1	0	1388,
68533785	hypothetical protein MGC115657	68533785	+	0	1602	122	1157	1	0	1602,
28277256	homer homolog 3 (Drosophila)	28277256	+	0	5807	201	1275	1	0	5807,
68533973	WD repeat-containing protein 76	68533973	+	0	2526	29	1772	1	0	2526,
49899069	cell division cycle associated 4	49899069	+	0	3730	160	901	1	0	3730,
32766619	RNA binding motif protein 7	32766619	+	0	2201	37	793	1	0	2201,
50415105	stannin	50415105	+	0	2769	152	416	1	0	2769,
161612004	hypothetical protein LOC100127324	161612004	+	0	1322	59	1064	1	0	1322,
33416702	hypothetical protein MGC69075	33416702	+	0	1827	96	369	1	0	1827,
114108076	hypothetical protein MGC154434	114108076	+	0	1738	195	741	1	0	1738,
56789597	hypothetical LOC496215	56789597	+	0	2231	172	2164	1	0	2231,
59805005	Brg1 (Brg1) mRNA	59805005	+	0	5488	111	4914	1	0	5488,
40352989	probable 2-oxoglutarate dehydrogenase E1 component DHKTD1	40352989	+	0	3407	143	2927	1	0	3407,
4405983	derriere mRNA	4405983	+	0	1555	54	1119	1	0	1555,
28175662	tyrosyl-tRNA synthetase	28175662	+	0	2054	258	1845	1	0	2054,
49256312	MGC84355 protein	49256312	+	0	2758	138	738	1	0	2758,
47717985	hypothetical protein LOC100137613	47717985	+	0	1189	30	510	1	0	1189,
32450395	ubiquitin-conjugating enzyme E2N	32450395	+	0	1510	42	501	1	0	1510,
47123078	hypothetical protein MGC83749	47123078	+	0	3394	52	2494	1	0	3394,
34783858	hypothetical protein MGC64382	34783858	+	0	1793	131	1487	1	0	1793,
120577587	hypothetical protein LOC100037050	120577587	+	0	2601	355	1414	1	0	2601,
35505406	proliferating cell nuclear antigen	35505406	+	0	1052	38	824	1	0	1052,
51895809	MGC81934 protein	51895809	+	0	1085	30	543	1	0	1085,
52430473	Tcfap2a protein	52430473	+	0	1605	35	1337	1	0	1605,
62185721	hypothetical protein MGC115037	62185721	+	0	1108	193	520	1	0	1108,
47938668	hypothetical protein MGC81392	47938668	+	0	1877	137	1742	1	0	1877,
50418258	MGC80525 protein	50418258	+	0	1742	240	1089	1	0	1742,
2736293	Dickkopf-1 (Xdkk-1) mRNA	2736293	+	0	1298	101	881	1	0	1298,
49115019	MGC80268 protein	49115019	+	0	1152	230	611	1	0	1152,
49119306	MGC80831 protein	49119306	+	0	1045	231	816	1	0	1045,
39645076	hypothetical protein MGC68769	39645076	+	0	5001	124	3295	1	0	5001,
49904074	toll-interleukin 1 receptor (TIR) domain containing adaptor protein	49904074	+	0	3881	81	1683	1	0	3881,
80478534	ras-related protein RAS-DVA	80478534	+	0	1868	199	829	1	0	1868,
49257847	MGC83967 protein	49257847	+	0	1584	161	929	1	0	1584,
27694993	glial cells missing homolog 1	27694993	+	0	2335	56	1241	1	0	2335,
38197625	hypothetical protein MGC68822	38197625	+	0	3617	114	1641	1	0	3617,
49256208	MGC83969 protein	49256208	+	0	1098	52	808	1	0	1098,
133737009	hypothetical protein LOC443704	133737009	+	0	1015	18	861	1	0	1015,
49257829	MGC81839 protein	49257829	+	0	2657	264	1002	1	0	2657,
68533769	hypothetical protein MGC115517	68533769	+	0	3478	136	1111	1	0	3478,
55249586	ADAM metallopeptidase with thrombospondin type 1 motif	55249586	+	0	4590	154	2941	1	0	4590,
50604242	elastase 3B	50604242	+	0	1016	8	818	1	0	1016,
34849592	hypothetical protein MGC68634	34849592	+	0	1132	52	739	1	0	1132,
27694723	thioredoxin 2	27694723	+	0	1534	53	566	1	0	1534,
28278086	calcitonin receptor-like	28278086	+	0	1680	167	1598	1	0	1680,
47124805	hypothetical protein MGC83858	47124805	+	0	2466	208	1240	1	0	2466,
3925516	brain factor-1 mRNA	3925516	+	0	1631	309	1620	1	0	1631,
27697041	hypothetical protein MGC53845	27697041	+	0	5702	336	2439	1	0	5702,
