# these clusters are supported by 3P tags from at least two unique RNA molecules
# either from a single library with unique reads in the cluster, or multiple libraries
# cluster start and end coordinates are the largest and smallest coordinate of 3' ends from 3P tags that mapped within that cluster.
# coordinates are 0-based in WS190/ce6
#entrezGeneId	lib	chr	start	end	cleavageSite	readNum	sense	phase	refSeqs(comma_separated)
175890	all	chrIII	6284113	6284116	6284116	3.0	+	.	NM_001027428,NM_001027429,NM_065974
175368	all	chrIII	2494253	2494267	2494263	13.0	+	.	NM_065166,NM_065167
176539	all	chrIII	11091443	11091460	11091452	44.0	+	.	NM_067027
176765	all	chrIII	13426079	13426083	13426083	83.0	+	.	NM_067369
175561	all	chrIII	4345201	4345211	4345205	412.0	+	.	NM_065474
175943	all	chrIII	6703816	6703827	6703823	109.0	+	.	NM_001027395,NM_001027396,NM_001027397,NM_066066
176420	all	chrIII	10075920	10075934	10075930	1451.0	+	.	NM_066834
175689	all	chrIII	5063851	5063852	5063852	30.0	+	.	NM_065675
3564790	all	chrIII	999878	999882	999882	8.0	+	.	NM_064909
175838	all	chrIII	5932707	5932716	5932710	4.0	+	.	NM_065886
182112	all	chrIII	8563055	8563060	8563055	15.0	+	.	NM_066484
176180	all	chrIII	8362317	8362317	8362317	31.0	+	.	NM_001027528,NM_001027529
187854	all	chrIII	7567445	7567464	7567454	62.0	+	.	NM_066257
175399	all	chrIII	2833082	2833088	2833088	8.0	+	.	NM_065224
184000	all	chrIII	2448662	2448666	2448662	80.0	+	.	NM_065157
175724	all	chrIII	5264960	5264972	5264970	8.0	+	.	NM_065720
188911	all	chrIII	6475186	6475195	6475186	72.0	+	.	NM_066024
175226	all	chrIII	715829	715839	715832	5.0	+	.	NM_001026009,NM_001026010
183322	all	chrIII	2231026	2231026	2231026	8.0	+	.	NM_065115
190860	all	chrIII	6727898	6727906	6727906	2.0	+	.	NM_001129250,NM_066075
3565201	all	chrIII	4697972	4697978	4697972	905.0	+	.	NM_065560,NM_181902
175477	all	chrIII	3718738	3718742	3718738	33.0	+	.	NM_065351
175843	all	chrIII	5953433	5953436	5953433	5.0	+	.	NM_065892,NM_065893,NM_171140,NM_171141,NM_171142
176153	all	chrIII	8172628	8172635	8172628	238.0	+	.	NM_066384
176180	all	chrIII	8362393	8362403	8362400	71.0	+	.	NM_001027528,NM_001027529
175586	all	chrIII	4495546	4495546	4495546	2.0	+	.	NM_001025988,NM_001025989
189008	all	chrIII	13503504	13503505	13503505	26.0	+	.	NM_067392
3564805	all	chrIII	8232459	8232462	8232462	2.0	+	.	NM_171210,NM_171211
190607	all	chrIII	2707755	2707771	2707762	74.0	+	.	NM_065203
175973	all	chrIII	6963232	6963232	6963232	5.0	+	.	NM_066117
176147	all	chrIII	8136698	8136698	8136698	2.0	+	.	NM_066374
185685	all	chrIII	8488231	8488240	8488231	4.0	+	.	NM_066473
176007	all	chrIII	7180454	7180462	7180457	61.0	+	.	NM_066172
175756	all	chrIII	5498912	5498921	5498912	35.0	+	.	NM_065771
175567	all	chrIII	4384153	4384162	4384162	9.0	+	.	NM_065483
190708	all	chrIII	12238830	12238830	12238830	11.0	+	.	NM_067192
175919	all	chrIII	6457235	6457249	6457240	917.0	+	.	NM_066017,NM_066018
176304	all	chrIII	9246688	9246691	9246688	17.0	+	.	NM_066642
3564807	all	chrIII	7343592	7343602	7343602	6.0	+	.	NM_001027445
175778	all	chrIII	5614622	5614638	5614630	16.0	+	.	NM_001025979,NM_001025980
191839	all	chrIII	4672616	4672617	4672616	3.0	+	.	NM_065552
176488	all	chrIII	10650585	10650585	10650585	20.0	+	.	NM_066948
176490	all	chrIII	10677356	10677366	10677366	10.0	+	.	NM_001027665,NM_001027666,NM_001027667,NM_001027668
175586	all	chrIII	4491314	4491314	4491314	7.0	+	.	NM_001025988,NM_001025989
3565201	all	chrIII	4697926	4697931	4697931	4.0	+	.	NM_065560,NM_181902
175463	all	chrIII	3611948	3611955	3611952	276.0	+	.	NM_065331,NM_065332,NM_171099
175373	all	chrIII	2560704	2560706	2560706	4.0	+	.	NM_001027735,NM_001027736,NM_065177
175697	all	chrIII	5130642	5130642	5130642	4.0	+	.	NM_171117,NM_171118
175379	all	chrIII	2606526	2606530	2606529	46.0	+	.	NM_065187
175501	all	chrIII	3869031	3869040	3869040	5.0	+	.	NM_001026083,NM_001026084,NM_001026085
176310	all	chrIII	9324809	9324822	9324812	1992.0	+	.	NM_066650
259502	all	chrIII	4695242	4695242	4695242	1.0	+	.	NM_065559
191290	all	chrIII	8412121	8412127	8412121	46.0	+	.	NM_066458
175716	all	chrIII	5230403	5230409	5230409	25.0	+	.	NM_065710
175731	all	chrIII	5321585	5321592	5321585	16.0	+	.	NM_001047389,NM_065734,NM_065735,NM_065736,NM_171119,NM_171120,NM_171864
176311	all	chrIII	9326920	9326920	9326920	1.0	+	.	NM_066651
176105	all	chrIII	7877077	7877080	7877080	21.0	+	.	NM_066310
176448	all	chrIII	10339218	10339238	10339228	45057.0	+	.	NM_066884
190499	all	chrIII	11526419	11526430	11526420	13.0	+	.	NM_001129264,NM_001129265
182246	all	chrIII	9996396	9996402	9996402	5.0	+	.	NM_066815
188527	all	chrIII	5293315	5293316	5293316	4.0	+	.	NM_001038282,NM_001038283
175772	all	chrIII	5594325	5594325	5594325	23.0	+	.	NM_065801
176007	all	chrIII	7180638	7180655	7180645	94.0	+	.	NM_066172
176753	all	chrIII	13314991	13314991	13314991	1.0	+	.	NM_067343
175170	all	chrIII	42061	42063	42063	17.0	+	.	NM_064730
175179	all	chrIII	131743	131760	131751	209.0	+	.	NM_064750
176158	all	chrIII	8226312	8226312	8226312	3.0	+	.	NM_066397
175879	all	chrIII	6207897	6207901	6207901	8.0	+	.	NM_065948
189724	all	chrIII	1791202	1791204	1791202	5.0	+	.	NM_065058
176713	all	chrIII	12949701	12949708	12949701	6.0	+	.	NM_001027660,NM_001027661,NM_067288
176121	all	chrIII	7977260	7977274	7977265	345.0	+	.	NM_066337,NM_171200,NM_171885
175586	all	chrIII	4491338	4491343	4491343	3.0	+	.	NM_001025988,NM_001025989
175529	all	chrIII	4152875	4152895	4152885	2714.0	+	.	NM_065425
176669	all	chrIII	12433685	12433698	12433695	299.0	+	.	NM_067220
176743	all	chrIII	13283665	13283671	13283665	24.0	+	.	NM_001027443,NM_001027444
175233	all	chrIII	786077	786094	786086	432.0	+	.	NM_171075,NM_171076
190301	all	chrIII	445009	445009	445009	8.0	+	.	NM_064799
175467	all	chrIII	3652890	3652904	3652897	9.0	+	.	NM_001026049,NM_001026050
184304	all	chrIII	8309642	8309650	8309642	9.0	+	.	NM_066424
175413	all	chrIII	3069239	3069252	3069242	48.0	+	.	NM_001027466,NM_171089
175199	all	chrIII	405613	405618	405613	15.0	+	.	NM_064795
175366	all	chrIII	2465060	2465074	2465064	610.0	+	.	NM_001026063,NM_001026064
176348	all	chrIII	9544299	9544304	9544299	413.0	+	.	NM_066705
175328	all	chrIII	1859304	1859311	1859304	12.0	+	.	NM_001027674,NM_001027675
266887	all	chrIII	6621701	6621703	6621701	7.0	+	.	NM_066061
176335	all	chrIII	9496870	9496872	9496870	8.0	+	.	NM_066689
175223	all	chrIII	680641	680654	680646	63.0	+	.	NM_064834
189726	all	chrIII	1880502	1880502	1880502	4.0	+	.	NM_001027676,NM_001027677
3565025	all	chrIII	125929	125929	125929	28.0	+	.	NM_171055,NM_171056,NM_171857
176427	all	chrIII	10132311	10132317	10132317	144.0	+	.	NM_001027814,NM_001027815
184989	all	chrIII	4908782	4908784	4908784	4.0	+	.	NM_065628
176316	all	chrIII	9369452	9369461	9369458	8.0	+	.	NM_066660,NM_066661
176380	all	chrIII	9774025	9774025	9774025	2.0	+	.	NM_001129239,NM_066759,NM_066760
176433	all	chrIII	10198100	10198111	10198104	157.0	+	.	NM_066856
3565180	all	chrIII	4082758	4082771	4082768	156.0	+	.	NM_065413,NM_065416
191405	all	chrIII	7910812	7910817	7910817	2.0	+	.	NM_066319
175460	all	chrIII	3528941	3528952	3528946	111.0	+	.	NM_065326
191706	all	chrIII	6885063	6885065	6885065	4.0	+	.	NM_066096
176338	all	chrIII	9509552	9509569	9509561	31.0	+	.	NM_066693
175721	all	chrIII	5255205	5255208	5255208	2.0	+	.	NM_065716
175299	all	chrIII	1419792	1419800	1419792	1212.0	+	.	NM_001027795
176294	all	chrIII	9147321	9147328	9147321	79.0	+	.	NM_066626
176796	all	chrIII	13624013	13624019	13624013	4.0	+	.	NM_067412
175445	all	chrIII	3424514	3424514	3424514	3.0	+	.	NM_065305
176148	all	chrIII	8139433	8139437	8139437	5.0	+	.	NM_066375
191089	all	chrIII	5220049	5220052	5220049	60.0	+	.	NM_065707
176808	all	chrIII	13707190	13707193	13707190	39.0	+	.	NM_001027634,NM_001027635,NM_001027636,NM_001027637,NM_001027638
175904	all	chrIII	6381449	6381466	6381458	14514.0	+	.	NM_065995
259529	all	chrIII	10281380	10281393	10281385	31.0	+	.	NM_171228
3565189	all	chrIII	489511	489513	489513	7.0	+	.	NM_001027383
175242	all	chrIII	851346	851347	851347	8.0	+	.	NM_064873
191526	all	chrIII	10116515	10116515	10116515	11.0	+	.	NM_066846,NM_181931
175642	all	chrIII	4851867	4851876	4851872	293.0	+	.	NM_065605
3896747	all	chrIII	4840360	4840368	4840360	6.0	+	.	NM_001038270
175834	all	chrIII	5917528	5917528	5917528	1.0	+	.	NM_065882
176755	all	chrIII	13343602	13343602	13343602	15.0	+	.	NM_067350
176430	all	chrIII	10174235	10174239	10174235	8.0	+	.	NM_001027503,NM_001027504
175843	all	chrIII	5953568	5953576	5953571	5.0	+	.	NM_065892,NM_065893,NM_171140,NM_171141,NM_171142
176755	all	chrIII	13344488	13344504	13344495	1884.0	+	.	NM_067350
175564	all	chrIII	4364922	4364936	4364927	38.0	+	.	NM_065477
175199	all	chrIII	405598	405611	405602	2931.0	+	.	NM_064795
176016	all	chrIII	7215061	7215068	7215068	9.0	+	.	NM_001027557,NM_066184,NM_066185,NM_066186
175996	all	chrIII	7128295	7128299	7128299	2.0	+	.	NM_066156
175867	all	chrIII	6154812	6154815	6154812	7.0	+	.	NM_065932
191151	all	chrIII	5270993	5270998	5270993	63.0	+	.	NM_065724
190618	all	chrIII	2583180	2583183	2583181	5.0	+	.	NM_065182
175801	all	chrIII	5717547	5717556	5717547	63.0	+	.	NM_065834
176114	all	chrIII	7932893	7932893	7932893	2.0	+	.	NM_066323
176454	all	chrIII	10373103	10373103	10373103	2.0	+	.	NM_066891
175237	all	chrIII	813691	813693	813693	2.0	+	.	NM_064864
176338	all	chrIII	9509588	9509600	9509594	33.0	+	.	NM_066693
175637	all	chrIII	4804728	4804738	4804734	15.0	+	.	NM_065589
175890	all	chrIII	6282263	6282273	6282266	310.0	+	.	NM_001027428,NM_001027429,NM_065974
175299	all	chrIII	1419486	1419492	1419492	3.0	+	.	NM_001027795
175862	all	chrIII	6123972	6123972	6123972	2.0	+	.	NM_001027596,NM_171151
176635	all	chrIII	11994262	11994273	11994264	895.0	+	.	NM_067163
175445	all	chrIII	3425429	3425443	3425437	452.0	+	.	NM_065305
176281	all	chrIII	9060128	9060141	9060134	8.0	+	.	NM_066605
186406	all	chrIII	2892773	2892782	2892774	222.0	+	.	NM_065233
175295	all	chrIII	1374933	1374937	1374937	2.0	+	.	NM_171082
175846	all	chrIII	5970015	5970015	5970015	7.0	+	.	NM_001038268,NM_001038269
175879	all	chrIII	6207731	6207731	6207731	1.0	+	.	NM_065948
176316	all	chrIII	9371117	9371123	9371120	26.0	+	.	NM_066660,NM_066661
176166	all	chrIII	8270514	8270514	8270514	2.0	+	.	NM_066416
188041	all	chrIII	4706814	4706822	4706822	5.0	+	.	NM_065565
175262	all	chrIII	1011380	1011389	1011384	236.0	+	.	NM_001129254,NM_064912
175723	all	chrIII	5263746	5263746	5263746	1.0	+	.	NM_065718
175540	all	chrIII	4193523	4193523	4193523	2.0	+	.	NM_065438
191526	all	chrIII	10116710	10116715	10116713	35.0	+	.	NM_066846,NM_181931
176564	all	chrIII	11342268	11342272	11342272	4.0	+	.	NM_067057,NM_181929
176097	all	chrIII	7855582	7855591	7855582	5.0	+	.	NM_066301
190728	all	chrIII	13539850	13539850	13539850	6.0	+	.	NM_067397
187779	all	chrIII	9783103	9783103	9783103	2.0	+	.	NM_066765
188527	all	chrIII	5297947	5297947	5297947	2.0	+	.	NM_001038282,NM_001038283
176109	all	chrIII	7894464	7894464	7894464	2.0	+	.	NM_066314
183641	all	chrIII	8193546	8193546	8193546	3.0	+	.	NM_066387
176076	all	chrIII	7640944	7640953	7640944	18.0	+	.	NM_066269
175616	all	chrIII	4699412	4699424	4699416	20.0	+	.	NM_065561
175693	all	chrIII	5081800	5081808	5081801	5.0	+	.	NM_065681
246006	all	chrIII	1215326	1215337	1215331	12.0	+	.	NM_064949
259504	all	chrIII	4867075	4867076	4867076	2.0	+	.	NM_171105
175501	all	chrIII	3869208	3869218	3869212	7.0	+	.	NM_001026083,NM_001026084,NM_001026085
176122	all	chrIII	7986248	7986268	7986258	3707.0	+	.	NM_066339,NM_066340,NM_171201,NM_171886
3565174	all	chrIII	9557351	9557360	9557353	2438.0	+	.	NM_001027811
176611	all	chrIII	11819635	11819636	11819636	3.0	+	.	NM_067129
3565910	all	chrIII	9144597	9144601	9144599	10.0	+	.	NM_001027833
176546	all	chrIII	11159479	11159481	11159481	16.0	+	.	NM_067037
188441	all	chrIII	957878	957878	957878	1.0	+	.	NM_064904
175880	all	chrIII	6210122	6210125	6210123	30.0	+	.	NM_065950,NM_065951
175801	all	chrIII	5716913	5716923	5716913	328.0	+	.	NM_065834
175584	all	chrIII	4476304	4476309	4476309	2.0	+	.	NM_065509
259519	all	chrIII	8132295	8132307	8132305	1024.0	+	.	NM_171208
176477	all	chrIII	10571534	10571534	10571534	3.0	+	.	NM_001038289,NM_001038290
3565025	all	chrIII	126431	126441	126441	13.0	+	.	NM_171055,NM_171056,NM_171857
175477	all	chrIII	3718722	3718732	3718726	260.0	+	.	NM_065351
175178	all	chrIII	124734	124734	124734	4.0	+	.	NM_064745
175338	all	chrIII	1951294	1951297	1951297	4.0	+	.	NM_001129226,NM_065080
187779	all	chrIII	9783071	9783071	9783071	4.0	+	.	NM_066765
175233	all	chrIII	786021	786021	786021	2.0	+	.	NM_171075,NM_171076
183324	all	chrIII	2211258	2211266	2211264	106.0	+	.	NM_065110
259525	all	chrIII	9814198	9814216	9814206	39.0	+	.	NM_001027842
175328	all	chrIII	1859605	1859608	1859605	3.0	+	.	NM_001027674,NM_001027675
185692	all	chrIII	4230427	4230438	4230428	436.0	+	.	NM_065447
175404	all	chrIII	2880713	2880718	2880717	27.0	+	.	NM_065231
175823	all	chrIII	5866464	5866477	5866470	239.0	+	.	NM_065865
175801	all	chrIII	5717559	5717559	5717559	1.0	+	.	NM_065834
176281	all	chrIII	9060148	9060148	9060148	1.0	+	.	NM_066605
175541	all	chrIII	4195323	4195332	4195323	129.0	+	.	NM_001083176,NM_001083177
175834	all	chrIII	5917536	5917546	5917540	1292.0	+	.	NM_065882
175773	all	chrIII	5597955	5597963	5597960	27.0	+	.	NM_065802
175366	all	chrIII	2465146	2465146	2465146	2.0	+	.	NM_001026063,NM_001026064
175397	all	chrIII	2787935	2787937	2787937	4.0	+	.	NM_065218
3564779	all	chrIII	11062924	11062924	11062924	2.0	+	.	NM_067021
186958	all	chrIII	9930350	9930354	9930353	15.0	+	.	NM_066803
3565613	all	chrIII	10896130	10896130	10896130	36.0	+	.	NM_001026045
190495	all	chrIII	11611053	11611054	11611054	2.0	+	.	NM_067100
246006	all	chrIII	1215445	1215445	1215445	1.0	+	.	NM_064949
176403	all	chrIII	9928883	9928887	9928887	5.0	+	.	NM_066802
175957	all	chrIII	6870226	6870226	6870226	4.0	+	.	NM_066094
176552	all	chrIII	11238149	11238161	11238155	13.0	+	.	NM_067045
176635	all	chrIII	11999471	11999477	11999472	168.0	+	.	NM_067163
175466	all	chrIII	3648824	3648832	3648832	2.0	+	.	NM_001026047,NM_001026048
175731	all	chrIII	5321620	5321620	5321620	2.0	+	.	NM_001047389,NM_065734,NM_065735,NM_065736,NM_171119,NM_171120,NM_171864
176391	all	chrIII	9820547	9820547	9820547	4.0	+	.	NM_066776
175838	all	chrIII	5926887	5926887	5926887	2.0	+	.	NM_065886
186356	all	chrIII	13266801	13266815	13266806	1222.0	+	.	NM_067332
175786	all	chrIII	5680200	5680202	5680200	3.0	+	.	NM_065820
175960	all	chrIII	6895073	6895078	6895075	23.0	+	.	NM_066098
184473	all	chrIII	13027880	13027880	13027880	1.0	+	.	NM_067304
176463	all	chrIII	10437676	10437683	10437676	13.0	+	.	NM_066901
176286	all	chrIII	9099460	9099467	9099467	3.0	+	.	NM_066613
175701	all	chrIII	5155347	5155350	5155350	2.0	+	.	NM_065690
176115	all	chrIII	7934195	7934195	7934195	3.0	+	.	NM_171198,NM_171884
176711	all	chrIII	12931293	12931302	12931302	5.0	+	.	NM_067286
176383	all	chrIII	9781788	9781788	9781788	4.0	+	.	NM_066764
175601	all	chrIII	4583873	4583873	4583873	1.0	+	.	NM_065531
176728	all	chrIII	13074561	13074569	13074569	2.0	+	.	NM_067309
176016	all	chrIII	7214962	7214980	7214970	2796.0	+	.	NM_001027557,NM_066184,NM_066185,NM_066186
181940	all	chrIII	7270712	7270713	7270713	3.0	+	.	NM_066199
191491	all	chrIII	12992402	12992404	12992404	8.0	+	.	NM_067298
190954	all	chrIII	12714758	12714759	12714758	8.0	+	.	NM_067253
175786	all	chrIII	5680086	5680099	5680089	8.0	+	.	NM_065820
190016	all	chrIII	11127865	11127878	11127871	806.0	+	.	NM_067032
176795	all	chrIII	13621310	13621327	13621318	549.0	+	.	NM_001027587,NM_001027588
176166	all	chrIII	8270382	8270394	8270390	270.0	+	.	NM_066416
175764	all	chrIII	5551167	5551174	5551167	31.0	+	.	NM_065785,NM_065786,NM_065787
176253	all	chrIII	8894095	8894095	8894095	1.0	+	.	NM_066562
175296	all	chrIII	1388315	1388328	1388318	94.0	+	.	NM_065000
191053	all	chrIII	8527395	8527395	8527395	28.0	+	.	NM_001129271,NM_066479
176698	all	chrIII	12825516	12825516	12825516	2.0	+	.	NM_067267
353422	all	chrIII	11641853	11641860	11641860	28.0	+	.	NM_181981
175800	all	chrIII	5714527	5714540	5714530	1074.0	+	.	NM_065833
187907	all	chrIII	7218225	7218225	7218225	3.0	+	.	NM_066187
3896759	all	chrIII	8005885	8005885	8005885	4.0	+	.	NM_001038260
176331	all	chrIII	9469758	9469765	9469761	70.0	+	.	NM_066685
3896755	all	chrIII	5828599	5828612	5828602	82.0	+	.	NM_001038280
184811	all	chrIII	8666970	8666971	8666971	2.0	+	.	NM_066509
176656	all	chrIII	12345218	12345230	12345227	555.0	+	.	NM_001027774,NM_067201
175379	all	chrIII	2606611	2606611	2606611	2.0	+	.	NM_065187
191343	all	chrIII	13674578	13674581	13674578	6.0	+	.	NM_067420
176733	all	chrIII	13160195	13160195	13160195	34.0	+	.	NM_067316
175451	all	chrIII	3473717	3473717	3473717	2.0	+	.	NM_065315
176596	all	chrIII	11656279	11656289	11656285	22.0	+	.	NM_067107
175448	all	chrIII	3459283	3459283	3459283	4.0	+	.	NM_065311
176562	all	chrIII	11328170	11328170	11328170	2.0	+	.	NM_067055
175570	all	chrIII	4402468	4402485	4402475	226.0	+	.	NM_065488
175573	all	chrIII	4408420	4408421	4408420	4.0	+	.	NM_065491
176762	all	chrIII	13394857	13394868	13394858	1371.0	+	.	NM_067359
175768	all	chrIII	5567328	5567346	5567337	149067.0	+	.	NM_171128,NM_171129
176670	all	chrIII	12440981	12440982	12440981	66.0	+	.	NM_067221
175721	all	chrIII	5255068	5255078	5255068	5.0	+	.	NM_065716
3565472	all	chrIII	8232459	8232462	8232462	2.0	+	.	NM_066398
175367	all	chrIII	2477892	2477892	2477892	1.0	+	.	NM_001047420,NM_065164,NM_065165
190241	all	chrIII	3302132	3302140	3302140	24.0	+	.	NM_065287
186741	all	chrIII	7461890	7461900	7461900	2.0	+	.	NM_066239
176398	all	chrIII	9853632	9853632	9853632	4.0	+	.	NM_066786
176661	all	chrIII	12372768	12372768	12372768	4.0	+	.	NM_067208
176345	all	chrIII	9531785	9531793	9531790	731.0	+	.	NM_001027812
175190	all	chrIII	282853	282855	282855	2.0	+	.	NM_064781
176445	all	chrIII	10325577	10325577	10325577	2.0	+	.	NM_001027583
176158	all	chrIII	8226287	8226306	8226297	389.0	+	.	NM_066397
176117	all	chrIII	7949893	7949908	7949902	22.0	+	.	NM_066328
176802	all	chrIII	13645420	13645428	13645428	2.0	+	.	NM_067418
176360	all	chrIII	9626008	9626022	9626015	120.0	+	.	NM_001027455,NM_001027456,NM_066728,NM_066729
175786	all	chrIII	5680127	5680140	5680134	33964.0	+	.	NM_065820
176168	all	chrIII	8305595	8305595	8305595	32.0	+	.	NM_001026077,NM_066420,NM_066421
4363056	all	chrIII	875389	875399	875391	10.0	+	.	NM_001047412
188035	all	chrIII	7617525	7617531	7617527	150.0	+	.	NM_171195,NM_171196
192054	all	chrIII	4021904	4021908	4021904	25.0	+	.	NM_065406
176509	all	chrIII	10777224	10777224	10777224	1.0	+	.	NM_066978
175772	all	chrIII	5594190	5594207	5594197	10.0	+	.	NM_065801
176526	all	chrIII	10950979	10950979	10950979	1.0	+	.	NM_001027731
175220	all	chrIII	641619	641629	641621	226.0	+	.	NM_064827
191370	all	chrIII	8894597	8894607	8894597	60.0	+	.	NM_066563
176016	all	chrIII	7214987	7215007	7214997	793.0	+	.	NM_001027557,NM_066184,NM_066185,NM_066186
188141	all	chrIII	9749568	9749572	9749572	128.0	+	.	NM_066753
189252	all	chrIII	646140	646146	646140	38.0	+	.	NM_064828
190055	all	chrIII	2088263	2088266	2088266	20.0	+	.	NM_065097
176419	all	chrIII	10064163	10064169	10064167	33.0	+	.	NM_066833
175230	all	chrIII	765537	765537	765537	3.0	+	.	NM_001027405,NM_001027406,NM_001027407,NM_001027408
185984	all	chrIII	5461232	5461240	5461233	190.0	+	.	NM_065762
176402	all	chrIII	9915700	9915700	9915700	2.0	+	.	NM_066796
175823	all	chrIII	5866427	5866427	5866427	1.0	+	.	NM_065865
176713	all	chrIII	12949759	12949771	12949762	4538.0	+	.	NM_001027660,NM_001027661,NM_067288
176380	all	chrIII	9776183	9776186	9776186	4.0	+	.	NM_001129239,NM_066759,NM_066760
175199	all	chrIII	405487	405487	405487	2.0	+	.	NM_064795
176029	all	chrIII	7283862	7283868	7283862	111.0	+	.	NM_066202
175909	all	chrIII	6409719	6409719	6409719	3.0	+	.	NM_066002
176335	all	chrIII	9492416	9492419	9492416	54.0	+	.	NM_066689
176252	all	chrIII	8890025	8890036	8890029	131.0	+	.	NM_066560
176096	all	chrIII	7841407	7841417	7841417	46.0	+	.	NM_066299
176360	all	chrIII	9626361	9626366	9626366	4.0	+	.	NM_001027455,NM_001027456,NM_066728,NM_066729
183023	all	chrIII	116609	116618	116609	15.0	+	.	NM_064743
176680	all	chrIII	12617934	12617947	12617938	564.0	+	.	NM_067242
187779	all	chrIII	9783130	9783142	9783139	7.0	+	.	NM_066765
176265	all	chrIII	8965598	8965603	8965598	310.0	+	.	NM_001027854
183323	all	chrIII	2227176	2227193	2227185	746.0	+	.	NM_065114
191528	all	chrIII	10139287	10139293	10139293	2.0	+	.	NM_066851
175384	all	chrIII	2681153	2681153	2681153	3.0	+	.	NM_001027469,NM_001027470,NM_001027471,NM_001027472
191338	all	chrIII	9106696	9106699	9106699	2.0	+	.	NM_066616
176776	all	chrIII	13475232	13475238	13475232	3.0	+	.	NM_067385
176733	all	chrIII	13160174	13160180	13160177	8.0	+	.	NM_067316
176410	all	chrIII	9963015	9963032	9963024	2160.0	+	.	NM_001027542,NM_001027543,NM_001027544,NM_066812
176602	all	chrIII	11704914	11704914	11704914	1.0	+	.	NM_181973
175811	all	chrIII	5801060	5801072	5801063	24.0	+	.	NM_065850
176369	all	chrIII	9710129	9710137	9710135	7.0	+	.	NM_001047379,NM_066744,NM_181913
190269	all	chrIII	2333334	2333334	2333334	2.0	+	.	NM_065138
176517	all	chrIII	10893593	10893593	10893593	69.0	+	.	NM_066996
175328	all	chrIII	1846757	1846757	1846757	2.0	+	.	NM_001027674,NM_001027675
175188	all	chrIII	235129	235136	235136	10.0	+	.	NM_064778
3565613	all	chrIII	10896138	10896151	10896143	216.0	+	.	NM_001026045
175980	all	chrIII	7005040	7005043	7005043	3.0	+	.	NM_066126,NM_066127,NM_171179
176369	all	chrIII	9710204	9710213	9710213	91.0	+	.	NM_001047379,NM_066744,NM_181913
176773	all	chrIII	13463844	13463853	13463853	4.0	+	.	NM_001027628,NM_001027629,NM_001027630
175285	all	chrIII	1207346	1207346	1207346	1.0	+	.	NM_064947,NM_181939
187699	all	chrIII	8974830	8974830	8974830	2.0	+	.	NM_066585
3565025	all	chrIII	125957	125961	125957	21.0	+	.	NM_171055,NM_171056,NM_171857
175174	all	chrIII	89238	89248	89241	553.0	+	.	NM_064737
176005	all	chrIII	7170677	7170682	7170677	41.0	+	.	NM_066167
176643	all	chrIII	12113350	12113364	12113359	1066.0	+	.	NM_067176
175598	all	chrIII	4571725	4571736	4571730	6.0	+	.	NM_065526
176369	all	chrIII	9710110	9710119	9710115	265.0	+	.	NM_001047379,NM_066744,NM_181913
176015	all	chrIII	7209215	7209215	7209215	1.0	+	.	NM_066183
182112	all	chrIII	8562930	8562934	8562934	45.0	+	.	NM_066484
175476	all	chrIII	3713324	3713335	3713330	228.0	+	.	NM_065350
175898	all	chrIII	6365848	6365857	6365857	2.0	+	.	NM_171163,NM_171164
190497	all	chrIII	11552268	11552268	11552268	26.0	+	.	NM_067088
176385	all	chrIII	9798505	9798505	9798505	5.0	+	.	NM_001027840,NM_001027841
176182	all	chrIII	8375141	8375144	8375143	22.0	+	.	NM_066446
175439	all	chrIII	3392506	3392515	3392510	40.0	+	.	NM_065298
176398	all	chrIII	9854000	9854002	9854000	10.0	+	.	NM_066786
175668	all	chrIII	4944368	4944372	4944368	25.0	+	.	NM_065646
175616	all	chrIII	4698132	4698135	4698135	2.0	+	.	NM_065561
175879	all	chrIII	6207940	6207940	6207940	2.0	+	.	NM_065948
176168	all	chrIII	8300787	8300789	8300787	3.0	+	.	NM_001026077,NM_066420,NM_066421
176203	all	chrIII	8559101	8559105	8559102	206.0	+	.	NM_001047374,NM_001047375
175767	all	chrIII	5564768	5564768	5564768	6.0	+	.	NM_065791
176140	all	chrIII	8088353	8088353	8088353	34.0	+	.	NM_066363
3565859	all	chrIII	8247428	8247428	8247428	7.0	+	.	NM_001025967
188440	all	chrIII	963627	963627	963627	1.0	+	.	NM_064906
175647	all	chrIII	4866892	4866895	4866892	3.0	+	.	NM_065613
175356	all	chrIII	2384761	2384762	2384762	9.0	+	.	NM_065143,NM_065144,NM_171862,NM_181950
175909	all	chrIII	6409754	6409754	6409754	2.0	+	.	NM_066002
176519	all	chrIII	10908823	10908828	10908828	2.0	+	.	NM_066998
3564807	all	chrIII	7343562	7343568	7343565	46.0	+	.	NM_001027445
175927	all	chrIII	6509374	6509391	6509381	6820.0	+	.	NM_066035
175968	all	chrIII	6932864	6932866	6932866	2.0	+	.	NM_066109
3896747	all	chrIII	4840125	4840134	4840128	43.0	+	.	NM_001038270
191371	all	chrIII	8921108	8921120	8921112	25.0	+	.	NM_066572
175242	all	chrIII	850438	850438	850438	1.0	+	.	NM_064873
175413	all	chrIII	3068723	3068729	3068726	4.0	+	.	NM_001027466,NM_171089
175206	all	chrIII	502602	502613	502604	444.0	+	.	NM_064804
176481	all	chrIII	10610645	10610647	10610647	13.0	+	.	NM_066936
176433	all	chrIII	10198187	10198195	10198195	6.0	+	.	NM_066856
