Database of representative transcript models for protein-coding genes in S. pombe and for the poly(A)-tail length standards.
Transcript models are from Pombase.
Coordinates of S. pombe genes are based on the ASM294v2.21 genome assembly.
TranscriptID	TranscriptID	Chromosome	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
SPBC1709.18.1	SPBC1709.18.1	chr2	+	1134243	1135619	1134498	1135377	3	1134243,1135065,1135262,	1134975,1135205,1135619,
SPBC1709.19c.1	SPBC1709.19c.1	chr2	-	1136611	1137771	1136806	1137589	1	1136611,	1137771,
SPBC1709.20.1	SPBC1709.20.1	chr2	+	1112734	1113159	1112734	1113159	3	1112734,1112828,1113044,	1112787,1112987,1113159,
SPBC1711.01c.1	SPBC1711.01c.1	chr2	-	2132585	2132714	2132585	2132714	1	2132585,	2132714,
SPBC1711.02.1	SPBC1711.02.1	chr2	+	2132848	2133394	2132848	2133394	1	2132848,	2133394,
SPBC1711.03.1	SPBC1711.03.1	chr2	+	2138268	2139748	2138362	2139476	5	2138268,2138426,2138601,2139081,2139288,	2138387,2138553,2138876,2139243,2139748,
SPBC1711.04.1	SPBC1711.04.1	chr2	+	2139697	2141050	2139861	2140991	3	2139697,2140016,2140200,	2139901,2140148,2141050,
SPBC1711.05.1	SPBC1711.05.1	chr2	+	2141221	2142836	2141267	2142623	1	2141221,	2142836,
SPBC1711.06.1	SPBC1711.06.1	chr2	+	2143011	2144391	2143136	2144228	1	2143011,	2144391,
SPBC1711.07.1	SPBC1711.07.1	chr2	+	2145591	2147913	2146255	2147698	1	2145591,	2147913,
SPBC1711.08.1	SPBC1711.08.1	chr2	+	2148982	2150801	2149124	2150510	2	2148982,2149531,	2149156,2150801,
SPBC1711.09c.1	SPBC1711.09c.1	chr2	-	2150789	2151973	2150959	2151838	2	2150789,2151808,	2151760,2151973,
SPBC1711.10c.1	SPBC1711.10c.1	chr2	-	2152030	2154477	2152458	2154335	4	2152030,2152626,2154206,2154332,	2152575,2154144,2154287,2154477,
SPBC1711.11.1	SPBC1711.11.1	chr2	+	2155078	2156931	2155272	2156445	1	2155078,	2156931,
SPBC1711.12.1	SPBC1711.12.1	chr2	+	2157542	2159733	2157624	2159676	1	2157542,	2159733,
SPBC1711.13.1	SPBC1711.13.1	chr2	+	2159852	2161291	2159916	2161236	1	2159852,	2161291,
SPBC1711.14.1	SPBC1711.14.1	chr2	+	2161541	2162200	2161541	2162133	2	2161541,2161795,	2161746,2162200,
SPBC1711.15c.1	SPBC1711.15c.1	chr2	-	2161324	2162612	2162112	2162211	2	2161324,2162485,	2162256,2162612,
SPBC1711.16.1	SPBC1711.16.1	chr2	+	2164011	2165996	2164277	2165828	1	2164011,	2165996,
SPBC1711.17.1	SPBC1711.17.1	chr2	+	2166107	2169933	2166258	2169780	1	2166107,	2169933,
SPBC1711.18.1	SPBC1711.18.1	chr2	+	2145038	2145299	2145038	2145299	1	2145038,	2145299,
SPBC1718.01.1	SPBC1718.01.1	chr2	+	3469095	3471885	3469342	3471670	1	3469095,	3471885,
SPBC1718.02.1	SPBC1718.02.1	chr2	+	3472318	3474169	3472318	3474169	7	3472318,3472461,3472653,3472860,3473141,3473579,3473852,	3472413,3472609,3472822,3473101,3473532,3473805,3474169,
SPBC1718.03.1	SPBC1718.03.1	chr2	+	3474627	3475659	3474728	3475172	1	3474627,	3475659,
SPBC1718.04.1	SPBC1718.04.1	chr2	+	3475560	3478365	3475915	3477995	2	3475560,3476013,	3475961,3478365,
SPBC1718.05.1	SPBC1718.05.1	chr2	+	3478460	3479741	3478571	3479552	4	3478460,3478824,3479109,3479441,	3478780,3479009,3479234,3479741,
SPBC1718.06.1	SPBC1718.06.1	chr2	+	3479674	3482664	3479897	3482609	1	3479674,	3482664,
SPBC1718.07c.1	SPBC1718.07c.1	chr2	-	3482847	3487862	3483453	3484668	1	3482847,	3487862,
SPBC1734.01c.1	SPBC1734.01c.1	chr2	-	1059367	1061635	1059521	1061570	1	1059367,	1061635,
SPBC1734.02c.1	SPBC1734.02c.1	chr2	-	1061717	1063538	1061969	1063377	6	1061717,1062709,1062873,1062995,1063218,1063323,	1062635,1062817,1062941,1063162,1063274,1063538,
SPBC1734.03.1	SPBC1734.03.1	chr2	+	1063949	1066654	1064199	1066401	1	1063949,	1066654,
SPBC1734.04.1	SPBC1734.04.1	chr2	+	1066786	1069768	1067091	1068384	1	1066786,	1069768,
SPBC1734.05c.1	SPBC1734.05c.1	chr2	-	1068960	1070077	1069109	1069942	2	1068960,1069891,	1069688,1070077,
SPBC1734.06.1	SPBC1734.06.1	chr2	+	1069886	1072065	1070257	1071421	1	1069886,	1072065,
SPBC1734.07c.1	SPBC1734.07c.1	chr2	-	1070187	1073608	1071570	1073427	2	1070187,1071384,	1071344,1073608,
SPBC1734.08.1	SPBC1734.08.1	chr2	+	1074056	1075953	1074398	1075795	4	1074056,1074570,1074819,1075097,	1074526,1074646,1075039,1075953,
SPBC1734.09.1	SPBC1734.09.1	chr2	+	1076072	1079446	1076346	1077297	1	1076072,	1079446,
SPBC1734.10c.1	SPBC1734.10c.1	chr2	-	1076178	1079027	1077438	1078918	2	1076178,1078447,	1077966,1079027,
SPBC1734.11.1	SPBC1734.11.1	chr2	+	1080921	1083347	1081718	1082942	1	1080921,	1083347,
SPBC1734.12c.1	SPBC1734.12c.1	chr2	-	1083315	1085370	1083584	1085318	3	1083315,1084126,1085159,	1084081,1085111,1085370,
SPBC1734.13.1	SPBC1734.13.1	chr2	+	1085835	1087137	1085935	1086920	2	1085835,1086094,	1086015,1087137,
SPBC1734.14c.1	SPBC1734.14c.1	chr2	-	1087537	1088852	1088270	1088778	3	1087537,1088429,1088689,	1088378,1088574,1088852,
SPBC1734.15.1	SPBC1734.15.1	chr2	+	1088956	1091034	1089187	1090924	3	1088956,1089238,1089381,	1089190,1089321,1091034,
SPBC1734.16c.1	SPBC1734.16c.1	chr2	-	1089162	1094818	1091097	1094653	2	1089162,1094607,	1094516,1094818,
SPBC1773.01.1	SPBC1773.01.1	chr2	+	281439	283779	281628	283548	3	281439,281824,282095,	281787,282051,283779,
SPBC1773.02c.1	SPBC1773.02c.1	chr2	-	283602	284901	283937	284525	1	283602,	284901,
SPBC1773.03c.1	SPBC1773.03c.1	chr2	-	285908	288246	286038	287418	1	285908,	288246,
SPBC1773.04.1	SPBC1773.04.1	chr2	+	288555	290758	289624	290635	1	288555,	290758,
SPBC1773.05c.1	SPBC1773.05c.1	chr2	-	290729	292250	290875	291958	1	290729,	292250,
SPBC1773.06c.1	SPBC1773.06c.1	chr2	-	293224	294725	293465	294506	1	293224,	294725,
SPBC1773.07c.1	SPBC1773.07c.1	chr2	-	296046	297199	296235	297153	3	296046,296404,296705,	296306,296533,297199,
SPBC1773.08c.1	SPBC1773.08c.1	chr2	-	297725	299093	297770	299093	1	297725,	299093,
SPBC1773.09c.1	SPBC1773.09c.1	chr2	-	299346	301356	299346	301214	3	299346,300230,301164,	300074,301108,301356,
SPBC1773.10c.1	SPBC1773.10c.1	chr2	-	301753	303734	301981	303688	1	301753,	303734,
SPBC1773.11c.1	SPBC1773.11c.1	chr2	-	303914	306704	305300	306491	1	303914,	306704,
SPBC1773.12.1	SPBC1773.12.1	chr2	+	308159	310467	308159	309944	1	308159,	310467,
SPBC1773.13.1	SPBC1773.13.1	chr2	+	310401	312518	310701	312147	1	310401,	312518,
SPBC1773.14.1	SPBC1773.14.1	chr2	+	312808	314761	313296	314682	1	312808,	314761,
SPBC1773.15.1	SPBC1773.15.1	chr2	+	315525	317629	315961	317455	1	315525,	317629,
SPBC1773.16c.1	SPBC1773.16c.1	chr2	-	317693	320922	318692	320480	2	317693,320817,	320774,320922,
SPBC1773.17c.1	SPBC1773.17c.1	chr2	-	321633	322998	321661	322684	1	321633,	322998,
SPBC1778.01c.1	SPBC1778.01c.1	chr2	-	3094848	3096383	3094993	3096322	1	3094848,	3096383,
SPBC1778.02.1	SPBC1778.02.1	chr2	+	3098294	3100698	3098365	3100576	3	3098294,3098507,3098962,	3098461,3098879,3100698,
SPBC1778.03c.1	SPBC1778.03c.1	chr2	-	3100642	3102688	3100854	3102165	2	3100642,3102133,	3101953,3102688,
SPBC1778.04.1	SPBC1778.04.1	chr2	+	3103109	3104934	3103283	3104851	4	3103109,3103799,3103978,3104746,	3103748,3103932,3104700,3104934,
SPBC1778.05c.1	SPBC1778.05c.1	chr2	-	3102901	3105980	3105115	3105719	2	3102901,3105651,	3105530,3105980,
SPBC1778.06c.1	SPBC1778.06c.1	chr2	-	3106241	3108847	3106766	3108741	3	3106241,3106942,3108507,	3106888,3108431,3108847,
SPBC1778.07.1	SPBC1778.07.1	chr2	+	3109891	3111270	3109960	3111199	2	3109891,3110579,	3110462,3111270,
SPBC1778.08c.1	SPBC1778.08c.1	chr2	-	3111114	3112285	3111457	3112204	4	3111114,3111696,3112052,3112198,	3111600,3111972,3112152,3112285,
SPBC1778.09.1	SPBC1778.09.1	chr2	+	3112394	3114397	3112723	3113968	1	3112394,	3114397,
SPBC1778.10c.1	SPBC1778.10c.1	chr2	-	3114230	3116630	3114460	3116386	5	3114230,3115444,3115678,3115842,3116182,	3115394,3115615,3115788,3116079,3116630,
SPBC17A3.01c.1	SPBC17A3.01c.1	chr2	-	1399787	1401863	1400417	1401776	1	1399787,	1401863,
SPBC17A3.02.1	SPBC17A3.02.1	chr2	+	1403124	1404185	1403246	1403975	5	1403124,1403354,1403417,1403570,1403811,	1403313,1403369,1403511,1403590,1404185,
SPBC17A3.03c.1	SPBC17A3.03c.1	chr2	-	1403945	1405796	1404359	1405466	4	1403945,1404618,1404756,1404973,	1404567,1404695,1404842,1405796,
SPBC17A3.04c.1	SPBC17A3.04c.1	chr2	-	1406916	1410028	1407407	1409883	3	1406916,1409620,1409765,	1409559,1409699,1410028,
SPBC17A3.05c.1	SPBC17A3.05c.1	chr2	-	1410765	1412747	1411361	1412691	3	1410765,1412171,1412662,	1412107,1412608,1412747,
SPBC17A3.06.1	SPBC17A3.06.1	chr2	+	1412909	1414047	1413054	1414047	1	1412909,	1414047,
SPBC17A3.07.1	SPBC17A3.07.1	chr2	+	1414253	1416156	1414495	1415945	2	1414253,1414602,	1414547,1416156,
SPBC17A3.08.1	SPBC17A3.08.1	chr2	+	1416204	1417863	1416264	1417560	5	1416204,1416350,1416719,1416983,1417324,	1416296,1416544,1416918,1417261,1417863,
SPBC17A3.09c.1	SPBC17A3.09c.1	chr2	-	1416554	1419124	1417552	1418644	1	1416554,	1419124,
SPBC17A3.10.1	SPBC17A3.10.1	chr2	+	1418684	1420225	1418871	1419850	2	1418684,1418966,	1418908,1420225,
SPBC17D1.01.1	SPBC17D1.01.1	chr2	+	3326657	3329592	3326991	3328913	3	3326657,3327093,3327596,	3327046,3327476,3329592,
SPBC17D1.02.1	SPBC17D1.02.1	chr2	+	3329700	3331727	3329818	3331496	4	3329700,3330049,3330288,3331013,	3329977,3330240,3330967,3331727,
SPBC17D1.03c.1	SPBC17D1.03c.1	chr2	-	3331681	3333060	3331752	3332769	3	3331681,3332291,3332725,	3332185,3332627,3333060,
SPBC17D1.04.1	SPBC17D1.04.1	chr2	+	3333460	3335085	3333602	3334355	1	3333460,	3335085,
SPBC17D1.05.1	SPBC17D1.05.1	chr2	+	3335018	3337149	3335109	3336216	1	3335018,	3337149,
SPBC17D1.06.1	SPBC17D1.06.1	chr2	+	3338603	3340901	3338603	3340340	1	3338603,	3340901,
SPBC17D1.07c.1	SPBC17D1.07c.1	chr2	-	3340659	3345299	3340724	3343918	8	3340659,3340985,3341487,3341991,3342271,3342509,3343451,3343703,	3340899,3341441,3341950,3342226,3342470,3343408,3343659,3345299,
SPBC17D1.17.1	SPBC17D1.17.1	chr2	-	3346628	3346817	3346628	3346817	1	3346628,	3346817,
SPBC17D11.01.1	SPBC17D11.01.1	chr2	+	3304726	3306572	3304836	3306253	3	3304726,3304944,3305073,	3304864,3304999,3306572,
SPBC17D11.02c.1	SPBC17D11.02c.1	chr2	-	3306389	3308685	3306553	3308630	2	3306389,3308606,	3308563,3308685,
SPBC17D11.03c.1	SPBC17D11.03c.1	chr2	-	3309212	3310387	3309376	3310194	3	3309212,3309707,3309984,	3309627,3309888,3310387,
SPBC17D11.04c.1	SPBC17D11.04c.1	chr2	-	3310434	3313029	3310576	3312880	1	3310434,	3313029,
SPBC17D11.05.1	SPBC17D11.05.1	chr2	+	3314292	3317452	3314337	3317181	2	3314292,3314421,	3314376,3317452,
SPBC17D11.06.1	SPBC17D11.06.1	chr2	+	3317742	3319629	3317782	3319462	4	3317742,3318006,3318401,3319036,	3317948,3318202,3318993,3319629,
SPBC17D11.07c.1	SPBC17D11.07c.1	chr2	-	3319632	3322966	3319882	3322841	2	3319632,3322795,	3322734,3322966,
SPBC17D11.08.1	SPBC17D11.08.1	chr2	+	3323992	3326011	3324028	3325599	5	3323992,3324386,3324660,3324966,3325568,	3324271,3324620,3324902,3325524,3326011,
SPBC17F3.01c.1	SPBC17F3.01c.1	chr2	+	2486558	2488209	2486806	2487892	1	2486558,	2488209,
SPBC17F3.02.1	SPBC17F3.02.1	chr2	-	2482066	2484495	2482245	2484320	3	2482066,2483702,2484240,	2483637,2484189,2484495,
SPBC17G9.02c.1	SPBC17G9.02c.1	chr2	-	2169819	2171436	2169990	2171260	4	2169819,2170540,2170693,2170902,	2170499,2170643,2170839,2171436,
SPBC17G9.03c.1	SPBC17G9.03c.1	chr2	-	2171607	2173722	2171856	2173632	1	2171607,	2173722,
SPBC17G9.04c.1	SPBC17G9.04c.1	chr2	-	2173655	2176522	2174100	2176128	1	2173655,	2176522,
SPBC17G9.05.1	SPBC17G9.05.1	chr2	+	2177732	2179449	2178033	2179332	1	2177732,	2179449,
SPBC17G9.06c.1	SPBC17G9.06c.1	chr2	-	2179340	2180791	2179487	2180492	1	2179340,	2180791,
SPBC17G9.07.1	SPBC17G9.07.1	chr2	+	2180871	2181481	2180930	2181416	2	2180871,2181080,	2180999,2181481,
SPBC17G9.08c.1	SPBC17G9.08c.1	chr2	-	2181575	2184875	2181744	2184676	6	2181575,2182276,2183954,2184222,2184449,2184639,	2182232,2183903,2184098,2184405,2184583,2184875,
SPBC17G9.09.1	SPBC17G9.09.1	chr2	+	2187454	2189134	2187711	2189052	1	2187454,	2189134,
SPBC17G9.10.1	SPBC17G9.10.1	chr2	+	2189653	2190349	2189724	2190249	1	2189653,	2190349,
SPBC17G9.11c.1	SPBC17G9.11c.1	chr2	-	2190644	2194621	2190873	2194431	1	2190644,	2194621,
SPBC17G9.12c.1	SPBC17G9.12c.1	chr2	-	2194558	2196446	2195199	2196024	1	2194558,	2196446,
SPBC17G9.13c.1	SPBC17G9.13c.1	chr2	-	2196423	2197987	2196583	2197537	1	2196423,	2197987,
SPBC1815.01.1	SPBC1815.01.1	chr2	+	2201158	2202652	2201236	2202556	1	2201158,	2202652,
SPBC1826.01c.1	SPBC1826.01c.1	chr2	-	2619585	2625951	2619703	2625565	1	2619585,	2625951,
SPBC1861.01c.1	SPBC1861.01c.1	chr2	-	4126317	4129456	4126369	4128568	4	4126317,4126568,4128103,4128491,	4126488,4127996,4128411,4129456,
SPBC1861.02.1	SPBC1861.02.1	chr2	+	4130875	4133635	4131701	4133285	1	4130875,	4133635,
SPBC1861.03.1	SPBC1861.03.1	chr2	+	4133664	4138620	4133718	4135890	2	4133664,4135458,	4135413,4138620,
SPBC1861.04c.1	SPBC1861.04c.1	chr2	-	4135959	4139734	4135980	4139207	3	4135959,4138585,4138975,	4138527,4138851,4139734,
SPBC1861.05.1	SPBC1861.05.1	chr2	+	4140189	4144368	4140550	4142794	1	4140189,	4144368,
SPBC1861.06c.1	SPBC1861.06c.1	chr2	-	4142679	4144248	4142842	4144144	1	4142679,	4144248,
SPBC1861.07.1	SPBC1861.07.1	chr2	+	4144683	4145098	4144683	4145098	4	4144683,4144829,4144921,4145093,	4144789,4144878,4145055,4145098,
SPBC1861.08c.1	SPBC1861.08c.1	chr2	-	4145284	4146278	4145288	4146063	2	4145284,4145982,	4145921,4146278,
SPBC1861.09.1	SPBC1861.09.1	chr2	+	4147409	4149477	4147655	4149236	1	4147409,	4149477,
SPBC18A7.01.1	SPBC18A7.01.1	chr2	+	2729194	2730774	2729257	2730613	1	2729194,	2730774,
SPBC18A7.02c.1	SPBC18A7.02c.1	chr2	-	2729014	2732404	2730735	2732213	3	2729014,2732012,2732144,	2731961,2732091,2732404,
SPBC18E5.01.1	SPBC18E5.01.1	chr2	+	2075369	2077178	2075664	2076693	1	2075369,	2077178,
SPBC18E5.02c.1	SPBC18E5.02c.1	chr2	-	2076985	2079050	2077162	2078859	4	2076985,2077407,2078454,2078613,	2077354,2078398,2078555,2079050,
SPBC18E5.03c.1	SPBC18E5.03c.1	chr2	-	2079135	2080900	2079488	2080398	2	2079135,2079717,	2079641,2080900,
SPBC18E5.04.1	SPBC18E5.04.1	chr2	+	2081254	2082343	2081513	2082179	1	2081254,	2082343,
SPBC18E5.05c.1	SPBC18E5.05c.1	chr2	-	2082408	2083748	2082486	2083485	2	2082408,2083363,	2083309,2083748,
SPBC18E5.06.1	SPBC18E5.06.1	chr2	+	2083800	2084323	2083867	2084184	2	2083800,2083970,	2083917,2084323,
SPBC18E5.07.1	SPBC18E5.07.1	chr2	+	2085490	2087521	2085621	2087469	1	2085490,	2087521,
SPBC18E5.08.1	SPBC18E5.08.1	chr2	+	2087830	2089822	2088439	2089000	1	2087830,	2089822,
SPBC18E5.09c.1	SPBC18E5.09c.1	chr2	-	2090556	2090943	2090556	2090943	1	2090556,	2090943,
SPBC18E5.10.1	SPBC18E5.10.1	chr2	+	2092712	2095872	2092850	2094277	2	2092712,2093125,	2093057,2095872,
SPBC18E5.11c.1	SPBC18E5.11c.1	chr2	-	2092550	2095975	2094392	2095848	2	2092550,2095494,	2095403,2095975,
SPBC18E5.12c.1	SPBC18E5.12c.1	chr2	-	2096446	2098039	2096527	2098036	1	2096446,	2098039,
SPBC18E5.13.1	SPBC18E5.13.1	chr2	+	2098754	2099833	2098956	2099658	1	2098754,	2099833,
SPBC18E5.14c.1	SPBC18E5.14c.1	chr2	-	2089943	2090327	2089943	2090327	1	2089943,	2090327,
SPBC18E5.15.1	SPBC18E5.15.1	chr2	+	2091891	2092234	2092234	2092234	2	2091891,2091986,	2091985,2092234,
SPBC18H10.02.1	SPBC18H10.02.1	chr2	+	1769945	1772629	1770092	1772249	2	1769945,1770237,	1770111,1772629,
SPBC18H10.03.1	SPBC18H10.03.1	chr2	+	1772998	1774547	1773022	1773912	2	1772998,1773074,	1773033,1774547,
SPBC18H10.04c.1	SPBC18H10.04c.1	chr2	-	1775168	1777010	1775488	1776897	4	1775168,1776713,1776845,1776893,	1776549,1776804,1776856,1777010,
SPBC18H10.05.1	SPBC18H10.05.1	chr2	+	1779258	1781985	1780013	1781774	1	1779258,	1781985,
SPBC18H10.06c.1	SPBC18H10.06c.1	chr2	-	1781944	1783260	1781974	1783156	3	1781944,1782655,1782980,	1782607,1782920,1783260,
SPBC18H10.07.1	SPBC18H10.07.1	chr2	+	1782329	1785933	1783258	1784006	2	1782329,1783385,	1783312,1785933,
SPBC18H10.08c.1	SPBC18H10.08c.1	chr2	-	1783860	1786542	1784218	1786248	4	1783860,1785936,1786140,1786474,	1785748,1786080,1786434,1786542,
SPBC18H10.09.1	SPBC18H10.09.1	chr2	+	1786279	1789197	1786331	1787917	3	1786279,1786477,1787642,	1786414,1787607,1789197,
SPBC18H10.10c.1	SPBC18H10.10c.1	chr2	-	1786608	1789159	1788046	1789046	3	1786608,1788491,1788785,	1788436,1788740,1789159,
SPBC18H10.11c.1	SPBC18H10.11c.1	chr2	-	1789290	1790813	1789383	1790682	1	1789290,	1790813,
SPBC18H10.12c.1	SPBC18H10.12c.1	chr2	-	1790905	1792295	1791018	1792215	2	1790905,1792086,	1791645,1792295,
SPBC18H10.13.1	SPBC18H10.13.1	chr2	+	1792311	1792936	1792383	1792803	1	1792311,	1792936,
SPBC18H10.14.1	SPBC18H10.14.1	chr2	+	1793857	1794755	1793946	1794540	2	1793857,1794492,	1794321,1794755,
SPBC18H10.15.1	SPBC18H10.15.1	chr2	+	1794842	1796679	1795239	1796494	2	1794842,1796152,	1796094,1796679,
SPBC18H10.16.1	SPBC18H10.16.1	chr2	+	1796633	1801952	1797013	1800212	3	1796633,1796818,1798800,	1796740,1798754,1801952,
SPBC18H10.17c.1	SPBC18H10.17c.1	chr2	-	1800124	1801506	1800730	1801258	1	1800124,	1801506,
SPBC18H10.18c.1	SPBC18H10.18c.1	chr2	-	1802028	1803300	1802355	1803129	2	1802028,1802738,	1802693,1803300,
SPBC18H10.19.1	SPBC18H10.19.1	chr2	+	1806206	1808317	1806261	1807980	3	1806206,1806728,1806963,	1806498,1806899,1808317,
SPBC18H10.20c.1	SPBC18H10.20c.1	chr2	-	1808257	1810338	1808401	1809487	1	1808257,	1810338,
SPBC1921.01c.1	SPBC1921.01c.1	chr2	-	2405318	2406061	2405503	2405961	2	2405318,2405752,	2405621,2406061,
SPBC1921.02.1	SPBC1921.02.1	chr2	+	2406800	2408273	2406831	2408102	2	2406800,2406984,	2406934,2408273,
SPBC1921.03c.1	SPBC1921.03c.1	chr2	-	2408151	2410181	2408303	2410094	1	2408151,	2410181,
SPBC1921.04c.1	SPBC1921.04c.1	chr2	-	2410995	2411452	2411050	2411404	1	2410995,	2411452,
SPBC1921.05.1	SPBC1921.05.1	chr2	+	2411676	2416541	2413506	2416155	1	2411676,	2416541,
SPBC1921.06c.1	SPBC1921.06c.1	chr2	-	2416907	2418545	2417165	2418302	1	2416907,	2418545,
SPBC1921.07c.1	SPBC1921.07c.1	chr2	-	2418737	2420057	2419145	2419981	2	2418737,2419532,	2419431,2420057,
SPBC19C2.01.1	SPBC19C2.01.1	chr2	+	1670448	1673825	1670581	1673749	1	1670448,	1673825,
SPBC19C2.02.1	SPBC19C2.02.1	chr2	+	1673949	1675523	1674065	1675102	2	1673949,1674277,	1674233,1675523,
SPBC19C2.03.1	SPBC19C2.03.1	chr2	+	1675591	1676188	1675734	1675979	2	1675591,1675863,	1675810,1676188,
SPBC19C2.04c.1	SPBC19C2.04c.1	chr2	-	1676351	1678652	1676523	1677576	1	1676351,	1678652,
SPBC19C2.05.1	SPBC19C2.05.1	chr2	+	1680744	1684555	1682860	1684273	1	1680744,	1684555,
SPBC19C2.06c.1	SPBC19C2.06c.1	chr2	-	1685237	1688060	1686767	1687205	1	1685237,	1688060,
SPBC19C2.07.1	SPBC19C2.07.1	chr2	+	1688335	1689599	1688366	1689443	1	1688335,	1689599,
SPBC19C2.08.1	SPBC19C2.08.1	chr2	+	1690078	1691223	1690147	1690978	2	1690078,1690487,	1690289,1691223,
SPBC19C2.09.1	SPBC19C2.09.1	chr2	+	1691269	1694691	1691827	1694530	1	1691269,	1694691,
SPBC19C2.10.1	SPBC19C2.10.1	chr2	+	1695043	1697172	1695220	1696841	2	1695043,1695923,	1695808,1697172,
SPBC19C2.11c.1	SPBC19C2.11c.1	chr2	-	1697446	1699300	1697734	1699093	1	1697446,	1699300,
SPBC19C2.12.1	SPBC19C2.12.1	chr2	+	1699977	1700965	1700081	1700706	3	1699977,1700238,1700497,	1700147,1700401,1700965,
SPBC19C2.13c.1	SPBC19C2.13c.1	chr2	-	1700750	1702122	1700872	1701973	1	1700750,	1702122,
SPBC19C2.14.1	SPBC19C2.14.1	chr2	+	1700903	1702760	1702181	1702628	4	1700903,1702263,1702378,1702561,	1702218,1702323,1702508,1702760,
SPBC19C2.15c.1	SPBC19C2.15c.1	chr2	-	1702936	1703942	1703035	1703764	3	1702936,1703164,1703751,	1703112,1703701,1703942,
SPBC19C7.01.1	SPBC19C7.01.1	chr2	-	2811797	2813211	2812515	2813154	2	2811797,2813128,	2813080,2813211,
SPBC19C7.02.1	SPBC19C7.02.1	chr2	+	2813107	2819450	2813348	2819225	1	2813107,	2819450,
SPBC19C7.03.1	SPBC19C7.03.1	chr2	+	2819735	2825220	2820007	2825086	1	2819735,	2825220,
SPBC19C7.04c.1	SPBC19C7.04c.1	chr2	-	2825250	2826700	2825691	2826066	1	2825250,	2826700,
SPBC19C7.05.1	SPBC19C7.05.1	chr2	+	2829739	2831335	2830188	2830641	1	2829739,	2831335,
SPBC19C7.06.1	SPBC19C7.06.1	chr2	+	2831723	2834130	2831822	2833973	1	2831723,	2834130,
SPBC19C7.07c.1	SPBC19C7.07c.1	chr2	-	2833987	2835231	2834177	2835032	1	2833987,	2835231,
SPBC19C7.08c.1	SPBC19C7.08c.1	chr2	-	2835277	2837492	2835337	2837383	1	2835277,	2837492,
SPBC19C7.09c.1	SPBC19C7.09c.1	chr2	-	2837571	2840744	2837785	2839585	1	2837571,	2840744,
SPBC19C7.10.1	SPBC19C7.10.1	chr2	+	2840822	2842834	2840856	2842411	6	2840822,2840934,2841005,2841167,2841267,2842386,	2840897,2840966,2841105,2841221,2842314,2842834,
SPBC19C7.11.1	SPBC19C7.11.1	chr2	+	2842769	2845623	2843140	2845579	4	2842769,2843333,2843627,2844100,	2843276,2843585,2844061,2845623,
SPBC19C7.12c.1	SPBC19C7.12c.1	chr2	-	2842900	2847549	2845922	2847095	1	2842900,	2847549,
SPBC19F5.01c.1	SPBC19F5.01c.1	chr2	-	3699197	3702782	3699572	3700652	2	3699197,3701957,	3701823,3702782,
SPBC19F5.02c.1	SPBC19F5.02c.1	chr2	-	3703455	3706300	3703741	3705874	1	3703455,	3706300,
SPBC19F5.03.1	SPBC19F5.03.1	chr2	+	3706642	3708933	3706731	3708528	1	3706642,	3708933,
SPBC19F5.04.1	SPBC19F5.04.1	chr2	+	3709183	3711433	3709271	3711202	2	3709183,3709755,	3709384,3711433,
SPBC19F5.05c.1	SPBC19F5.05c.1	chr2	-	3711418	3713713	3711603	3713619	3	3711418,3713391,3713597,	3713237,3713559,3713713,
SPBC19F8.01c.1	SPBC19F8.01c.1	chr2	-	3228619	3231394	3228879	3230492	6	3228619,3229202,3229354,3230017,3230161,3230287,	3229160,3229315,3229866,3230111,3230243,3231394,
SPBC19F8.02.1	SPBC19F8.02.1	chr2	+	3231325	3232080	3231520	3232021	1	3231325,	3232080,
SPBC19F8.03c.1	SPBC19F8.03c.1	chr2	-	3232084	3234591	3232303	3234299	2	3232084,3234253,	3234207,3234591,
SPBC19F8.04c.1	SPBC19F8.04c.1	chr2	-	3234644	3235811	3234820	3235513	1	3234644,	3235811,
SPBC19F8.05.1	SPBC19F8.05.1	chr2	+	3238082	3241828	3238362	3239019	1	3238082,	3241828,
SPBC19F8.06c.1	SPBC19F8.06c.1	chr2	-	3239037	3242818	3239222	3240947	1	3239037,	3242818,
SPBC19F8.07.1	SPBC19F8.07.1	chr2	+	3243308	3244568	3243428	3244436	1	3243308,	3244568,
SPBC19F8.08.1	SPBC19F8.08.1	chr2	+	3245084	3246030	3245142	3245931	1	3245084,	3246030,
SPBC19G7.01c.1	SPBC19G7.01c.1	chr2	-	2343652	2347813	2344456	2347542	3	2343652,2347385,2347511,	2347291,2347468,2347813,
SPBC19G7.02.1	SPBC19G7.02.1	chr2	+	2347884	2349206	2348283	2349112	4	2347884,2348279,2348504,2348897,	2348171,2348457,2348811,2349206,
SPBC19G7.03c.1	SPBC19G7.03c.1	chr2	-	2348959	2349453	2349077	2349435	3	2348959,2349218,2349396,	2349095,2349347,2349453,
SPBC19G7.04.1	SPBC19G7.04.1	chr2	+	2349141	2350982	2349592	2350766	3	2349141,2349696,2350387,	2349654,2350344,2350982,
SPBC19G7.05c.1	SPBC19G7.05c.1	chr2	-	2350921	2357405	2351053	2356243	1	2350921,	2357405,
