Database of representative transcript models for protein-coding genes in Drosophila S2 cells and for the poly(A)-tail length standards.
Transcript models from the UCSC refFlat table for D. melanogaster had their 3' ends re-annotated using 3P-Seq (Jan et al., Nature 2011) data from S2 cells; only genes detected by 3P-Seq are included in the table.
Coordinates of fly genes are based on the dm3 genome assembly.
RefseqAccession	GeneSymbol	Chromosome	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
NM_176268	mthl10	chr3L	-	332794	339016	333474	336682	5	332794,334974,335244,335928,338486,	333640,335199,335857,336692,339016,
NM_141309	MTA1-like	chr3R	-	1464366	1474459	1466150	1474246	12	1464366,1466362,1466542,1466783,1467209,1467835,1468150,1468497,1468745,1469170,1472775,1474218,	1466286,1466478,1466670,1467137,1467460,1468086,1468420,1468686,1469066,1469499,1472937,1474459,
NM_137400	Sema-1b	chr2R	-	13560348	13571000	13561814	13565909	7	13560348,13562076,13562331,13563415,13565330,13565776,13570897,	13562013,13562269,13563342,13564098,13565424,13566287,13571000,
NM_136682	CG1671	chr2R	+	5735565	5738321	5735629	5738052	2	5735565,5735714,	5735655,5738321,
NM_130523	CG11638	chrX	-	908037	920736	908939	910556	5	908037,909172,909501,910553,920546,	909112,909382,910279,910741,920736,
NM_080045	abo	chr2L	-	10973442	10975273	10973535	10975212	2	10973442,10974267,	10974210,10975273,
NM_079496	abs	chr3R	+	58768	60774	58850	60710	1	58768,	60774,
NM_139404	mRpL46	chr3L	+	1777438	1778355	1777515	1778292	1	1777438,	1778355,
NM_168482	CG32095	chr3L	-	11817304	11818832	11817396	11818686	1	11817304,	11818832,
NM_142953	CG6000	chr3R	+	19880112	19880867	19880216	19880681	1	19880112,	19880867,
NM_168468	CG32091	chr3L	+	11624491	11636002	11628200	11635593	7	11624491,11627713,11633167,11633756,11634360,11634932,11635251,	11624690,11628291,11633297,11634295,11634873,11635189,11636002,
NM_134868	CG15399	chr2L	-	2770883	2771776	2770937	2771735	2	2770883,2771674,	2771605,2771776,
NM_176736	CG15643	chrX	-	15464485	15466135	15464981	15465698	2	15464485,15465596,	15465518,15466135,
NM_132800	CG15642	chrX	-	15360221	15361562	15360865	15361502	2	15360221,15361385,	15361300,15361562,
NM_001170080	Mkk4	chr3R	-	4473057	4476518	4474443	4476233	5	4473057,4474683,4475000,4475199,4476202,	4474618,4474769,4475141,4476041,4476518,
NM_080083	fwd	chr3L	-	305667	319884	306358	314027	12	305667,306604,306828,306981,307318,307511,307694,310276,310524,311173,313023,318990,	306546,306769,306917,307256,307456,307630,310178,310465,310786,311285,314317,319884,
NM_140547	fwe	chr3L	-	15803180	15809510	15803803	15809376	5	15803180,15806345,15806518,15809035,15809373,	15803948,15806453,15806726,15809156,15809510,
NM_134666	CG11555	chr2L	+	273917	274760	273985	274651	1	273917,	274760,
NM_144298	CG13779	chr2L	+	7063985	7064468	7064085	7064380	2	7063985,7064252,	7064197,7064468,
NM_135237	CG13773	chr2L	-	6906573	6907844	6906917	6907777	2	6906573,6907231,	6907133,6907844,
NM_142922	Hrd3	chr3R	-	19580344	19583739	19580527	19583360	7	19580344,19580995,19581260,19581660,19581878,19582119,19582918,	19580935,19581200,19581595,19581809,19582053,19582865,19583739,
NM_135217	CG13771	chr2L	-	6661917	6663612	6662096	6663577	3	6661917,6663131,6663435,	6663067,6663374,6663612,
NM_135243	CG13775	chr2L	-	6954337	6956872	6954584	6956872	3	6954337,6955256,6956617,	6955202,6956219,6956872,
NM_136715	CG18011	chr2R	+	6029844	6033545	6029889	6033387	10	6029844,6030697,6030913,6031234,6031449,6031646,6031858,6032376,6032621,6032910,	6030643,6030853,6031175,6031387,6031593,6031782,6032314,6032563,6032854,6033545,
NM_079740	Tbp-1	chr3R	+	19578597	19580256	19578735	19580143	3	19578597,19579009,19579487,	19578945,19579430,19580256,
NM_079036	fidipidine	chr2R	-	12149788	12152126	12149858	12152005	7	12149788,12150512,12150682,12151107,12151466,12151657,12151921,	12150447,12150626,12151041,12151410,12151596,12151866,12152126,
NM_176174	Su(var)2-HP2	chr2R	-	10494649	10505550	10494921	10505371	7	10494649,10495402,10499124,10504347,10504550,10504932,10505322,	10495338,10498989,10499196,10504491,10504865,10505250,10505550,
NM_142081	twf	chr3R	+	9948375	9950196	9948433	9949909	4	9948375,9948517,9948696,9949756,	9948458,9948595,9949472,9950196,
NM_057285	twe	chr2L	-	16259745	16261877	16260224	16261505	2	16259745,16261590,	16261505,16261877,
NM_142954	SMC1	chr3R	+	19884023	19888537	19884122	19888444	11	19884023,19884576,19884783,19885010,19886096,19886732,19887044,19887412,19887578,19888142,19888381,	19884521,19884725,19884952,19886033,19886666,19886988,19887349,19887513,19888082,19888320,19888537,
NM_001038878	twi	chr2R	+	18933848	18935840	18934005	18935599	2	18933848,18935349,	18935228,18935840,
NM_169329	tws	chr3R	-	5952365	5961053	5953868	5960715	5	5952365,5954351,5955216,5960540,5960978,	5954237,5955155,5955368,5960786,5961053,
NM_135041	CG3756	chr2L	+	4969003	4970213	4969084	4970146	2	4969003,4969284,	4969224,4970213,
NM_168616	CG32147	chr3L	-	15136186	15137159	15136348	15137109	2	15136186,15136896,	15136810,15137159,
NM_001170018	CG7611	chr3L	+	21516285	21521321	21518357	21520764	3	21516285,21519083,21520283,	21518816,21520036,21521321,
NM_140307	Pbgs	chr3L	-	12262573	12264445	12263391	12264375	1	12262573,	12264445,
NM_140189	CG7616	chr3L	+	11162916	11165511	11163234	11165183	5	11162916,11163309,11164229,11164461,11164874,	11163249,11164146,11164395,11164808,11165511,
NM_167911	drpr	chr3L	-	1715679	1731107	1716299	1724092	11	1715679,1716796,1717002,1717378,1717946,1718705,1719922,1723579,1723769,1723991,1730524,	1716556,1716943,1717308,1717879,1718153,1719745,1720169,1723705,1723933,1724225,1731107,
NM_206639	CHES-1-like	chrX	-	7577475	7598996	7579947	7584028	6	7577475,7580615,7580901,7581849,7582424,7598810,	7580539,7580834,7581780,7582362,7584029,7598996,
NM_169092	CG1109	chr3R	+	1486356	1491185	1486685	1490760	9	1486356,1486646,1487260,1487587,1488784,1488938,1489140,1489439,1489714,	1486547,1486970,1487530,1487739,1488882,1489065,1489374,1489651,1491185,
NM_141346	CG2017	chr3R	-	1683804	1688133	1684033	1687999	4	1683804,1684364,1685453,1687891,	1684306,1685242,1686126,1688133,
NM_141795	CG6693	chr3R	-	7045897	7047361	7046226	7047126	1	7045897,	7047361,
NM_143019	CG6695	chr3R	+	20480883	20485233	20481005	20484941	6	20480883,20481293,20483237,20484042,20484220,20484382,	20481202,20483132,20483331,20484133,20484326,20485233,
NM_170501	jdp	chr3R	-	26342784	26352759	26344052	26352051	5	26342784,26345368,26348949,26351964,26352705,	26344295,26345485,26349051,26352097,26352759,
NM_001260112	CG17721	chr3R	+	7061104	7061794	7061130	7061638	2	7061104,7061322,	7061264,7061794,
NM_080004	shark	chr2R	-	12086932	12090388	12087229	12090332	5	12086932,12087782,12089064,12089648,12090253,	12087723,12089010,12089586,12090145,12090388,
NM_130489	CG17896	chrX	-	384823	387527	385128	387450	2	384823,387420,	386661,387527,
NM_001014752	CoRest	chrX	+	19416131	19424933	19417128	19423790	9	19416131,19417035,19417419,19417527,19417747,19418022,19422667,19422926,19423706,	19416422,19417348,19417467,19417662,19417962,19418196,19422856,19423634,19424933,
NM_130730	CG2941	chrX	+	3830552	3834048	3830854	3833702	3	3830552,3831025,3833247,	3830972,3833188,3834048,
NM_135441	Aldh	chr2L	+	9387388	9391567	9387767	9391439	4	9387388,9389828,9390039,9390245,	9387890,9389977,9390136,9391567,
NM_001103968	Sesn	chr2R	+	19601424	19620706	19610347	19620171	10	19601424,19602203,19609732,19616571,19618431,19618679,19619175,19619559,19619915,19620084,	19601641,19602422,19610398,19616757,19618614,19619052,19619494,19619743,19620026,19620706,
NM_001038796	RpS13	chr2L	-	8363702	8364593	8363820	8364563	3	8363702,8364187,8364540,	8364125,8364315,8364593,
NM_168534	RpS12	chr3L	+	13016451	13017883	13016608	13017737	4	13016451,13016582,13016831,13017469,	13016493,13016625,13016966,13017883,
NM_165868	RpS11	chr2R	-	8086526	8088333	8086970	8088291	5	8086526,8086817,8087338,8087620,8088279,	8086616,8087094,8087544,8087746,8088333,
NM_079278	RpS17	chr3L	-	9421894	9422921	9421973	9422797	4	9421894,9422273,9422794,9422891,	9422214,9422425,9422827,9422921,
NM_137841	RpS16	chr2R	+	18493625	18495501	18493662	18495405	5	18493625,18493751,18494013,18494438,18495259,	18493674,18493793,18494145,18494553,18495501,
NM_137292	RpS15	chr2R	-	12457616	12458756	12457763	12458702	4	12457616,12458130,12458421,12458693,	12457889,12458353,12458510,12458756,
NM_134533	CG9578	chrX	+	20064247	20065559	20064381	20065411	4	20064247,20064456,20064878,20065162,	20064396,20064791,20065098,20065559,
NM_140719	sec3	chr3L	-	17414896	17418317	17415207	17418199	6	17414896,17415633,17416197,17416751,17417259,17417545,	17415555,17416141,17416679,17417201,17417487,17418317,
NM_134936	sec5	chr2L	+	3457328	3460367	3457405	3460271	4	3457328,3457584,3458253,3460132,	3457514,3458199,3460075,3460367,
NM_137507	sec6	chr2R	+	14512771	14515249	14512847	14515129	2	14512771,14513884,	14513819,14515249,
NM_169098	sec8	chr3R	-	1580649	1584719	1580879	1584540	9	1580649,1581124,1581385,1582042,1582509,1582865,1583060,1583870,1584483,	1581056,1581331,1581989,1582444,1582803,1582990,1583811,1584211,1584719,
NM_057783	csw	chrX	+	1996321	2007699	1997179	2005766	8	1996321,2002412,2003267,2003515,2003761,2004777,2004982,2005237,	1997808,2002575,2003447,2003633,2004699,2004868,2005172,2007699,
NM_132163	Dok	chrX	+	7218250	7222384	7218621	7221596	3	7218250,7219568,7220129,	7218705,7219886,7222384,
NM_001144650	Doa	chr3R	+	24714742	24747777	24715487	24747464	13	24714742,24715487,24715726,24726545,24745213,24745946,24746075,24746258,24746411,24746641,24746877,24747080,24747336,	24715080,24715606,24715822,24726744,24745289,24746013,24746189,24746349,24746582,24746811,24746991,24747271,24747777,
NM_079947	Dot	chr2L	+	3619190	3621138	3619285	3621073	3	3619190,3620508,3620781,	3620390,3620725,3621138,
NM_136949	CG13151	chr2R	+	8402883	8404794	8402948	8404763	1	8402883,	8404794,
NM_130577	hfw	chrX	+	1563602	1567696	1563952	1566789	4	1563602,1564848,1565819,1566396,	1563970,1565762,1566330,1567696,
NM_079106	Ssrp	chr2R	-	19693883	19696518	19694077	19696386	3	19693883,19694683,19696332,	19694623,19696255,19696518,
NM_079667	AttD	chr3R	+	13450989	13451808	13451045	13451668	2	13450989,13451283,	13451206,13451808,
NM_079022	AttB	chr2R	+	10636727	10637517	10636759	10637480	2	10636727,10637077,	10637013,10637517,
NM_079021	AttA	chr2R	+	10634875	10636022	10634895	10635625	2	10634875,10635222,	10635158,10636022,
NM_079661	CREG	chr3R	-	13218993	13220031	13219212	13219981	3	13218993,13219394,13219537,	13219322,13219476,13220031,
NM_135505	CG4839	chr2L	+	10144775	10155470	10147084	10155216	10	10144775,10150337,10150731,10152696,10152951,10153322,10153560,10153861,10154253,10154700,	10147189,10150409,10151655,10152845,10153235,10153492,10153799,10154182,10154485,10155470,
NM_140498	Msh6	chr3L	-	15147341	15151662	15147764	15151587	5	15147341,15147971,15148525,15150197,15150585,	15147911,15148457,15150133,15150527,15151662,
NM_057233	ImpL3	chr3L	-	6252591	6255794	6252845	6253982	4	6252591,6253080,6253604,6255658,	6253010,6253536,6253984,6255794,
NM_080306	pcx	chrX	+	2119328	2132078	2119743	2130628	9	2119328,2119950,2120314,2121354,2124422,2126030,2126252,2127115,2129611,	2119896,2120260,2121265,2124366,2125880,2126191,2127059,2129548,2132078,
NM_142989	Dis3	chr3R	+	20159154	20162970	20159214	20162391	5	20159154,20159646,20160154,20161289,20162015,	20159594,20160091,20161233,20161958,20162970,
NM_079169	mRpS35	chr3L	+	2780898	2782105	2781012	2782056	2	2780898,2781193,	2781130,2782105,
NM_001103819	CG34234	chr2R	-	8374216	8374883	8374440	8374848	2	8374216,8374827,	8374770,8374883,
NM_079376	mRpS31	chr3L	+	15998292	15999699	15998389	15999650	3	15998292,15998491,15999013,	15998427,15998947,15999699,
NM_078612	mRpS30	chrX	+	15680085	15682366	15680204	15682042	2	15680085,15680826,	15680662,15682366,
NM_079656	mRpS33	chr3R	-	12261766	12262319	12261798	12262202	2	12261766,12262082,	12262020,12262319,
NM_001103812	CG34232	chr2R	-	8052447	8053224	8052626	8053139	2	8052447,8053127,	8052998,8053224,
NM_130563	pck	chrX	+	1364884	1366363	1365017	1365977	4	1364884,1365172,1365440,1365690,	1365096,1365381,1365636,1366363,
NM_001169325	pcm	chrX	-	19379779	19385984	19380135	19385846	11	19379779,19380293,19380437,19381164,19381824,19382771,19383174,19383517,19384239,19384617,19385771,	19380225,19380374,19381100,19381745,19382718,19383091,19383443,19383982,19384548,19385712,19385984,
NM_057313	okr	chr2L	-	2989745	2992759	2990066	2992709	6	2989745,2990435,2990660,2991124,2991334,2992706,	2990379,2990599,2991066,2991278,2992649,2992759,
NM_078691	Bap	chrX	+	19625036	19628759	19625432	19628263	3	19625036,19625407,19626922,	19625122,19626857,19628759,
NM_206112	tra2	chr2R	-	10489526	10491857	10489924	10491604	6	10489526,10490008,10490665,10490852,10491488,10491701,	10489947,10490381,10490794,10491006,10491643,10491857,
NM_140757	CG5577	chr3L	-	17832781	17834527	17832919	17834483	3	17832781,17833135,17834386,	17833082,17833823,17834527,
NM_001170135	lkb1	chr3R	+	9502410	9505152	9502831	9504719	5	9502410,9502737,9504000,9504256,9504471,	9502666,9503934,9504195,9504414,9505152,
NM_131970	CG6903	chrX	+	4812762	4815787	4813229	4815566	6	4812762,4813486,4813931,4814127,4814362,4815078,	4813373,4813626,4814053,4814302,4815024,4815787,
NM_135088	CG6907	chr2L	+	5524138	5525806	5524409	5525723	1	5524138,	5525806,
NM_169551	CG31469	chr3R	-	9534885	9535661	9534993	9535656	4	9534885,9535162,9535393,9535631,	9535104,9535336,9535578,9535661,
NM_169611	CG6904	chr3R	-	10967336	10973253	10967924	10970961	5	10967336,10968450,10968680,10969987,10973196,	10968016,10968586,10969548,10970961,10973253,
NM_169353	CG31467	chr3R	-	6530891	6532585	6531013	6532456	1	6530891,	6532585,
NM_079017	Hsc70-5	chr2R	-	10140096	10143697	10140694	10143428	6	10140096,10140856,10141057,10142333,10143173,10143338,	10140793,10140997,10142162,10142912,10143220,10143697,
NM_176503	Hsc70-4	chr3R	+	11069977	11072336	11070081	11072037	1	11069977,	11072336,
NM_170114	Miro	chr3R	-	19859962	19863644	19860615	19863270	4	19859962,19861009,19861335,19862652,	19860751,19861048,19862540,19863644,
NM_057598	pigeon	chr2L	+	19186042	19189936	19186128	19189585	8	19186042,19186250,19186718,19187078,19188298,19188590,19188875,19189445,	19186192,19186655,19187020,19188242,19188531,19188805,19189100,19189936,
NM_136290	CG42748	chr2L	+	22140120	22159735	22140823	22158744	8	22140120,22140718,22141594,22141833,22145670,22154797,22156620,22158512,	22140363,22140971,22141768,22144280,22146996,22155408,22156815,22159735,
NM_057579	Dbp45A	chr2R	+	4975357	4977325	4975415	4977280	6	4975357,4975546,4976146,4976370,4976795,4977012,	4975491,4976088,4976313,4976729,4976949,4977325,
NM_001202388	CG42740	chr3R	-	26244501	26248693	26244728	26244954	2	26244501,26244815,	26244745,26248693,
NM_079921	sbr	chrX	-	10726784	10741125	10727541	10740621	10	10726784,10727707,10728261,10728500,10728913,10730552,10730725,10740139,10740299,10740524,	10727641,10728204,10728433,10728730,10728950,10730662,10731247,10740232,10740460,10741125,
NM_135188	mmy	chr2L	-	6468537	6473919	6468844	6473691	3	6468537,6471327,6473630,	6469959,6471714,6473919,
NM_001169718	sbb	chr2R	-	14166363	14244801	14167607	14176085	12	14166363,14167750,14169133,14169469,14169749,14170835,14172108,14172741,14175631,14176064,14177039,14243004,	14167681,14169018,14169402,14169683,14170749,14172015,14172226,14175244,14175893,14176232,14177355,14244801,
NM_206554	p38c	chr3R	-	19974788	19975925	19974833	19975904	1	19974788,	19975925,
NM_058013	p38b	chr2L	+	13780694	13782628	13780999	13782097	2	13780694,13780866,	13780764,13782628,
NM_167870	Myo61F	chr3L	+	1325116	1329617	1325252	1329415	7	1325116,1325994,1326200,1326372,1326897,1329223,1329400,	1325260,1326139,1326316,1326835,1329161,1329320,1329617,
NM_137939	CG3500	chr2R	-	19243617	19245088	19243968	19244811	3	19243617,19244378,19244741,	19244193,19244680,19245088,
NM_137887	CG3501	chr2R	-	18768684	18770213	18769029	18770122	2	18768684,18769924,	18769443,18770213,
NM_142123	CG3505	chr3R	+	10483178	10484973	10483219	10484899	4	10483178,10483365,10483981,10484201,	10483277,10483544,10484129,10484973,
NM_169359	Cap-H2	chr3R	+	6587031	6592478	6587304	6591619	9	6587031,6587565,6587968,6588750,6589835,6590164,6590357,6590971,6591235,	6587338,6587747,6588171,6589673,6590095,6590300,6590920,6591166,6592478,
NM_079213	Ubp64E	chr3L	+	5747277	5754971	5749344	5754484	10	5747277,5749304,5749596,5751306,5751753,5752728,5753774,5753959,5754084,5754273,	5747366,5749533,5751248,5751694,5752671,5753709,5753901,5754030,5754218,5754971,
NM_137259	krimp	chr2R	-	12125621	12128222	12125838	12128150	2	12125621,12126562,	12126491,12128222,
NM_136253	Mcm10	chr2L	+	21179940	21182816	21180030	21182421	2	21179940,21181252,	21181192,21182816,
NM_001038768	Cp110	chrX	+	21884236	21887956	21884572	21887910	5	21884236,21884677,21884922,21887237,21887778,	21884586,21884858,21886362,21887471,21887956,
NM_079551	mRpL1	chr3R	+	4127161	4128483	4127233	4128409	3	4127161,4127478,4127845,	4127424,4127788,4128483,
NM_170300	CG14253	chr3R	+	22806239	22811416	22807409	22810979	6	22806239,22807235,22809684,22809997,22810216,22810426,	22806424,22807473,22809939,22810156,22810358,22811416,
NM_134625	CG17600	chrX	+	21917032	21943860	21929928	21943654	7	21917032,21929864,21930577,21931105,21942595,21942775,21943180,	21917429,21930417,21931048,21931227,21942713,21942904,21943860,
NM_168178	SP1173	chr3L	-	6682429	6696621	6683065	6685553	6	6682429,6683487,6684331,6684564,6685471,6695962,	6683427,6684271,6684489,6685404,6685690,6696621,
NM_141800	CG14701	chr3R	+	7057633	7058249	7057738	7058140	3	7057633,7057915,7058062,	7057846,7057990,7058249,
NM_136396	koi	chr2R	+	2700036	2705618	2700382	2704510	6	2700036,2700285,2700677,2702564,2704121,2704297,	2700199,2700621,2701258,2704064,2704234,2705618,
NM_078525	Traf6	chrX	-	8048631	8051399	8049866	8051294	1	8048631,	8051399,
NM_136037	kon	chr2L	-	18487746	18503978	18488073	18500800	12	18487746,18489845,18490819,18491540,18491753,18493499,18494650,18495298,18495554,18495844,18500712,18503812,	18489781,18490749,18491483,18491694,18493153,18494528,18495239,18495480,18495785,18496041,18501437,18503978,
NM_143367	CG10011	chr3R	-	24433660	24460821	24435116	24441748	6	24433660,24435367,24435683,24435930,24436323,24460097,	24435300,24435623,24435867,24436241,24441890,24460821,
NM_001169989	Oatp74D	chr3L	+	17480217	17504790	17500996	17504195	9	17480217,17481164,17494544,17500724,17502545,17503243,17503490,17503698,17504013,	17480300,17481432,17494578,17502404,17502909,17503428,17503634,17503875,17504790,
NM_132704	mamo	chrX	-	13745104	13879887	13748131	13795656	10	13745104,13748684,13749267,13751014,13777268,13777491,13779341,13795515,13861302,13879246,	13748405,13749151,13750792,13751181,13777397,13779258,13779533,13795676,13862106,13879887,
NM_001031879	Pink1	chrX	+	6577848	6581637	6578589	6580946	5	6577848,6578556,6578818,6579667,6580745,	6578494,6578754,6579604,6580681,6581637,
NM_079639	mRpL9	chr3R	+	11156459	11157336	11156475	11157279	2	11156459,11156604,	11156547,11157336,
NM_079949	Mcr	chr2L	-	8074112	8082982	8074955	8080610	7	8074112,8075253,8075427,8075662,8075919,8079762,8082810,	8075167,8075359,8075602,8075856,8079667,8080612,8082982,
NM_132993	l(1)G0222	chrX	-	17465836	17473262	17466083	17472777	10	17465836,17466552,17466742,17466941,17467573,17468852,17469082,17469875,17472545,17473137,	17466492,17466684,17466876,17467508,17468572,17469005,17469801,17470055,17472800,17473262,
NM_142428	CG12321	chr3R	-	14013526	14014429	14013583	14014327	1	14013526,	14014429,
NM_134511	CG12702	chrX	-	19653205	19656351	19653403	19656266	5	19653205,19653764,19654067,19654520,19655288,	19653697,19653999,19654462,19655231,19656351,
NM_168884	park	chr3L	-	21187853	21189953	21187946	21189802	7	21187853,21188133,21188285,21188871,21189292,21189544,21189875,	21188056,21188230,21188730,21189217,21189485,21189812,21189953,
NM_001144297	Slh	chr2L	-	2490219	2492671	2490345	2492520	5	2490219,2490732,2491512,2492258,2492492,	2490678,2491442,2492201,2492418,2492671,
NM_079024	Cyp6a9	chr2R	-	10766807	10768877	10767263	10768831	2	10766807,10767735,	10767682,10768877,
NM_079025	Cyp6a8	chr2R	-	10774675	10776514	10774905	10776485	2	10774675,10775383,	10775324,10776514,
NM_143714	mab-21	chrX	-	5902215	5907211	5902840	5906855	2	5902215,5906107,	5903190,5907211,
NM_140520	CG7427	chr3L	+	15556526	15558659	15556826	15558225	2	15556526,15557361,	15556829,15558659,
NM_165928	muskelin	chr2R	-	8516117	8519883	8516532	8519661	11	8516117,8516832,8517024,8517233,8517606,8517888,8518546,8518767,8519172,8519467,8519746,	8516777,8516962,8517181,8517553,8517825,8518490,8518685,8519110,8519385,8519683,8519883,
NM_079542	alpha-Est4	chr3R	-	3362408	3364333	3362473	3364279	4	3362408,3363722,3363930,3364265,	3363660,3363870,3364207,3364333,
NM_079543	alpha-Est3	chr3R	-	3364693	3367349	3364764	3366921	5	3364693,3365284,3366589,3366913,3367299,	3365223,3366184,3366854,3366989,3367349,
NM_079545	alpha-Est1	chr3R	-	3371428	3374844	3371693	3374660	3	3371428,3373491,3374613,	3372877,3373958,3374844,
NM_141321	CG2100	chr3R	-	1560419	1562077	1560483	1561978	2	1560419,1560880,	1560819,1562077,
NM_143794	l(3)05822	chr3R	-	14114587	14124601	14115300	14117220	4	14114587,14115487,14115801,14123845,	14115429,14115742,14117225,14124601,
NM_135334	CG7429	chr2L	+	8041105	8041879	8041148	8041798	3	8041105,8041252,8041758,	8041193,8041698,8041879,
NM_142795	CG5377	chr3R	-	18292626	18293879	18292867	18293704	1	18292626,	18293879,
NM_165484	CG9422	chr2R	+	2563326	2580609	2579222	2580011	5	2563326,2579202,2579386,2579624,2579797,	2563417,2579330,2579568,2579741,2580609,
NM_206362	CG9425	chr3L	+	14783034	14793860	14785230	14792335	6	14783034,14784970,14785127,14785760,14786842,14791664,	14783172,14785060,14785560,14786364,14791549,14793860,
NM_135772	CG9426	chr2L	-	13217042	13219923	13217158	13219492	5	13217042,13217360,13217675,13218784,13219036,	13217293,13217616,13218520,13218976,13219923,
NM_166226	l(2)k01209	chr2R	+	13307937	13313184	13309191	13313091	8	13307937,13308681,13311160,13311532,13311702,13312077,13312323,13312974,	13308078,13309451,13311468,13311639,13312010,13312264,13312917,13313184,
NM_166629	Upf3	chr2R	-	19780594	19782510	19780698	19782290	3	19780594,19780997,19782197,	19780941,19782140,19782510,
NM_132206	Upf2	chrX	-	7964124	7969508	7965317	7969188	3	7964124,7966161,7966534,	7966097,7966453,7969508,
NM_136656	CG1868	chr2R	-	5469265	5471734	5469318	5471639	4	5469265,5469633,5470009,5471085,	5469578,5469955,5471030,5471734,
NM_141619	VhaM8.9	chr3R	+	5086362	5088312	5086446	5087894	3	5086362,5086712,5087327,	5086489,5087065,5088312,
NM_141493	CG2678	chr3R	+	3739578	3742272	3739805	3741902	3	3739578,3740513,3741634,	3740359,3740996,3742272,
NM_206340	Ccdc56	chr3L	+	11702078	11703679	11702183	11702447	2	11702078,11702598,	11702535,11703679,
NM_080148	Gtp-bp	chrX	-	11020786	11023120	11021007	11023007	3	11020786,11022183,11022890,	11022096,11022822,11023120,
NM_057819	nrv1	chr2L	-	6778554	6786861	6779372	6786414	4	6778554,6779711,6780031,6786281,	6779651,6779971,6780289,6786861,
NM_078950	cdc2rk	chr2R	-	5954726	5956206	5954740	5956139	5	5954726,5954942,5955442,5955876,5956010,	5954877,5955389,5955820,5955949,5956206,
NM_079761	Syx18	chr3R	-	20449348	20451302	20449688	20451195	2	20449348,20450196,	20449877,20451302,
NM_078696	Syx16	chrX	-	20263376	20264807	20263474	20264669	3	20263376,20264380,20264588,	20264318,20264514,20264807,
NM_079202	Syx17	chr3L	+	4403486	4405168	4403826	4404848	3	4403486,4403950,4404258,	4403895,4404197,4405168,
NM_080383	NitFhit	chr3L	+	203729	205309	203859	205242	2	203729,203843,	203790,205309,
NM_079330	Syx13	chr3L	+	13037533	13039999	13038019	13039495	3	13037533,13038017,13039316,	13037665,13038695,13039999,
NM_001202347	Syx1A	chr3R	-	19927641	19931465	19927749	19930165	2	19927641,19929293,	19927768,19931465,
NM_165548	CG30495	chr2R	+	3544674	3546269	3544717	3545941	4	3544674,3544916,3545238,3545724,	3544803,3545180,3545655,3546269,
NM_079516	Atu	chr3R	+	1439079	1441655	1439183	1441592	4	1439079,1439281,1439409,1440296,	1439214,1439345,1440196,1441655,
NM_136462	CG30491	chr2R	+	3542576	3544275	3542924	3544205	6	3542576,3543075,3543298,3543448,3543660,3543976,	3543010,3543241,3543396,3543605,3543920,3544275,
NM_165550	CG30493	chr2R	+	3586785	3591006	3586831	3590484	4	3586785,3589448,3590178,3590445,	3586892,3590119,3590388,3591006,
NM_136454	CG30499	chr2R	-	3451672	3453256	3452065	3452989	3	3451672,3452562,3452803,	3452362,3452745,3453256,
NM_001169557	Dap160	chr2L	-	21137130	21142347	21137476	21141788	11	21137130,21137756,21138112,21138711,21139675,21140008,21140216,21140568,21141177,21141624,21142238,	21137688,21138030,21138358,21139602,21139942,21140156,21140490,21141008,21141552,21142012,21142347,
NM_057520	Su(H)	chr2L	+	15039495	15043250	15039936	15042618	4	15039495,15041094,15042033,15042306,	15040320,15041975,15042241,15043250,
NM_164679	CG9135	chr2L	+	6050828	6053877	6051677	6053258	4	6050828,6051616,6052079,6052721,	6051067,6052022,6052661,6053877,
NM_206768	CG9132	chrX	-	16690928	16693767	16692665	16693568	3	16690928,16692782,16693214,	16692717,16692991,16693767,
NM_164695	CG11050	chr2L	+	6611717	6617117	6612565	6616513	5	6611717,6612484,6612780,6615858,6616213,	6611775,6612640,6613278,6616152,6617117,
NM_057243	kz	chrX	-	2131883	2136068	2132105	2135935	5	2131883,2132266,2132531,2135600,2135860,	2132206,2132469,2135539,2135792,2136068,
NM_132334	BCL7-like	chrX	+	9250666	9252627	9250952	9251714	2	9250666,9251595,	9251298,9252627,
NM_166382	CG11055	chr2R	+	16145497	16149237	16145697	16148464	3	16145497,16148125,16148311,	16148064,16148251,16149237,
NM_001103997	Glut1	chr3L	+	959659	985685	967516	985461	10	959659,967247,980950,981295,981486,981825,982174,983854,984136,985361,	959970,967537,981207,981420,981765,982103,982297,984058,984276,985685,
NM_079442	HLH106	chr3L	+	19787034	19792079	19788009	19791839	7	19787034,19787998,19789552,19790427,19790879,19791232,19791473,	19787259,19789492,19790358,19790819,19791006,19791400,19792079,
NM_135341	CG8552	chr2L	-	8134246	8159575	8134622	8159432	7	8134246,8134841,8135673,8136154,8136704,8136879,8159218,	8134773,8135617,8136092,8136631,8136819,8140778,8159575,
NM_141620	Vps16A	chr3R	+	5092753	5095946	5092843	5095810	9	5092753,5092968,5093210,5093531,5094278,5094458,5094663,5095015,5095665,	5092899,5093158,5093481,5094220,5094406,5094607,5094947,5095605,5095946,
NM_138138	CG2811	chr2R	-	20827228	20827993	20827385	20827917	2	20827228,20827594,	20827536,20827993,
