Database of representative transcript models for protein-coding genes in mouse liver cells and for the poly(A)-tail length standards.
Transcript models from the UCSC refFlat table for mouse had their 3' ends re-annotated using 3P-Seq (Jan et al., Nature 2011) data from mouse liver; only genes detected by 3P-Seq are included in the table.
Coordinates of mouse genes are based on the mm9 genome assembly.
RefseqAccession	GeneSymbol	Chromosome	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
NM_134114	Sft2d1	chr17	+	8503967	8520353	8504087	8519859	8	8503967,8511708,8512283,8513464,8514664,8516141,8517298,8519819,	8504150,8511795,8512366,8513546,8514700,8516200,8517328,8520353,
NM_011932	Dapp1	chr3	-	137593955	137644513	137596084	137644383	9	137593955,137598545,137600700,137602100,137603824,137612610,137624405,137628844,137644282,	137596153,137598633,137600786,137602163,137603872,137612741,137624539,137628967,137644513,
NM_145974	N4bp3	chr11	-	51456578	51464575	51457122	51459746	5	51456578,51457776,51458674,51459428,51464179,	51457650,51458031,51459187,51459776,51464575,
NM_026483	Mphosph10	chr7	-	71521461	71537122	71521540	71537080	11	71521461,71522053,71523623,71525815,71527776,71529187,71530564,71532334,71533751,71534332,71536991,	71521690,71522281,71523731,71525926,71527914,71529255,71530706,71532503,71533909,71535017,71537122,
NM_011040	Pax8	chr2	-	24276138	24331119	24277067	24330617	12	24276138,24278488,24285046,24291282,24291967,24296159,24296597,24297111,24298459,24300085,24330592,24331004,	24277144,24278575,24285148,24291489,24292088,24296335,24296723,24297200,24298657,24300251,24330700,24331119,
NM_153791	Flywch1	chr17	-	23889763	23908558	23892609	23900195	7	23889763,23893513,23897170,23897573,23899132,23899942,23908381,	23892911,23893777,23897434,23898083,23899561,23900285,23908558,
NM_010185	Fcer1g	chr1	-	173159707	173164480	173159995	173164376	5	173159707,173160197,173161126,173161307,173164327,	173160058,173160218,173161162,173161399,173164480,
NM_024187	U2af1	chr17	-	31784016	31795699	31784155	31795641	8	31784016,31784947,31785127,31785611,31785789,31788590,31791923,31795597,	31784300,31785040,31785261,31785710,31785839,31788657,31792011,31795699,
NM_011285	Rpgr	chrX	-	9735347	9793921	9735799	9793819	17	9735347,9739727,9741847,9743201,9755396,9759080,9771943,9773097,9776036,9779135,9783248,9785798,9787724,9788923,9789850,9790654,9793677,	9736006,9739816,9741905,9743402,9755462,9759178,9772109,9773280,9776161,9779291,9783407,9785948,9787883,9788986,9789943,9790780,9793921,
NM_133671	U2af2	chr7	+	5013744	5031545	5013889	5030918	12	5013744,5018004,5018811,5019145,5019633,5021045,5021963,5026182,5026336,5026742,5027069,5030783,	5013938,5018140,5018856,5019249,5019785,5021162,5022102,5026262,5026459,5026829,5027318,5031545,
NM_023231	Stoml2	chr4	-	43039470	43044256	43041036	43044245	10	43039470,43041809,43042150,43042364,43042641,43042920,43043111,43043307,43043842,43044200,	43041165,43041938,43042230,43042509,43042776,43043022,43043170,43043407,43043980,43044256,
NM_026942	Stoml1	chr9	+	58100970	58111884	58101073	58109646	7	58100970,58102740,58104446,58104827,58108033,58108604,58109452,	58101206,58102847,58104596,58105031,58108229,58108820,58111884,
NM_178203	Hist1h3b	chr13	+	23844248	23844894	23844248	23844659	1	23844248,	23844894,
NM_013550	Hist1h3a	chr13	-	23853709	23854255	23853811	23854222	1	23853709,	23854255,
NM_178204	Hist1h3d	chr13	+	23667670	23668278	23667670	23668081	1	23667670,	23668278,
NM_027880	Telo2	chr17	-	25236518	25252850	25236952	25252216	21	25236518,25238243,25238584,25238955,25239581,25240524,25241551,25241752,25242028,25242290,25242674,25242933,25243716,25243933,25244271,25247171,25247651,25248060,25249924,25251881,25252384,	25237065,25238359,25238649,25239055,25239673,25240716,25241623,25241869,25242120,25242379,25242788,25243013,25243853,25244075,25244340,25247274,25247799,25248129,25250202,25252230,25252850,
NM_001102613	Phldb3	chr7	+	25396346	25414315	25396363	25413998	15	25396346,25397515,25397894,25401850,25402278,25404159,25404400,25405095,25408872,25409113,25409307,25409652,25411501,25412293,25413863,	25396597,25397698,25398032,25401979,25402437,25404270,25404484,25405209,25408972,25409204,25409395,25409709,25411739,25412379,25414315,
NM_146169	Paip2b	chr6	-	83755142	83781735	83758829	83781293	5	83755142,83759892,83764715,83781264,83781628,	83758886,83760069,83764863,83781322,83781735,
NM_172795	Sarm1	chr11	-	78283984	78311256	78288404	78310960	9	78283984,78288708,78296658,78296935,78300724,78301065,78301417,78304068,78310490,	78288534,78288830,78296848,78297038,78300960,78301157,78301630,78304687,78311256,
NM_180662	Trappc9	chr15	-	72420054	72891634	72420424	72888935	22	72420054,72421045,72515712,72523933,72567205,72587645,72733986,72755935,72767391,72772289,72776488,72779219,72783403,72793989,72830401,72843235,72856391,72861951,72881024,72882591,72888351,72891390,	72420592,72421269,72515803,72524087,72567316,72587788,72734111,72756088,72767555,72772422,72776615,72779305,72783549,72794116,72830545,72843452,72856517,72862073,72881153,72882737,72888944,72891634,
NM_025617	Tceanc2	chr4	-	106806759	106850971	106812215	106850268	5	106806759,106820119,106838152,106850169,106850842,	106812404,106820313,106838294,106850309,106850971,
NM_173746	Triqk	chr4	+	12833983	12908600	12890109	12907665	5	12833983,12845062,12890091,12901876,12907551,	12834085,12845212,12890170,12901962,12908600,
NM_001081043	Ptpn23	chr9	-	110287587	110310714	110287756	110310621	25	110287587,110288317,110288521,110288748,110288957,110289234,110291244,110291515,110291744,110291976,110292546,110292973,110293133,110293354,110293547,110293712,110294137,110294270,110294485,110294988,110295206,110295874,110296204,110300624,110310537,	110288236,110288431,110288660,110288853,110289142,110291155,110291424,110291667,110291899,110292294,110292692,110293039,110293248,110293434,110293606,110293769,110294185,110294402,110294566,110295120,110295256,110295951,110296332,110300699,110310714,
NM_001024206	Trappc1	chr11	+	69137487	69139294	69137659	69139069	5	69137487,69137659,69137896,69138325,69138940,	69137568,69137758,69137967,69138464,69139294,
NM_145422	Rtcb	chr10	-	85401378	85420538	85401756	85420452	12	85401378,85404643,85405232,85405953,85406559,85408935,85409921,85412210,85414099,85416181,85418463,85420359,	85401864,85404763,85405343,85406142,85406735,85409095,85410078,85412367,85414199,85416249,85418542,85420538,
NM_013718	Trappc3	chr4	+	125939648	125953124	125939739	125952505	5	125939648,125949921,125950218,125951133,125952385,	125939781,125950019,125950318,125951316,125953124,
NM_025432	Trappc2	chrX	+	162878756	162891069	162884741	162890167	5	162878756,162884722,162887719,162888560,162890068,	162878771,162884834,162887864,162888646,162891069,
NM_025701	Trappc5	chr8	+	3676476	3679626	3679023	3679590	2	3676476,3679014,	3676603,3679626,
NM_021789	Trappc4	chr9	-	44211836	44215631	44212102	44215384	5	44211836,44212416,44213325,44214886,44215209,	44212181,44212543,44213429,44215061,44215631,
NM_009503	Vcp	chr4	-	42992818	43013379	42993400	43013050	17	42992818,42993665,42995402,42995712,42996235,42997175,42997402,42998025,42998803,42999017,43001533,43003617,43006020,43006557,43008767,43009103,43013033,	42993506,42993820,42995558,42996021,42996448,42997298,42997567,42998138,42998939,42999151,43001636,43003749,43006151,43006700,43008940,43009215,43013379,
NM_007603	Capn6	chrX	-	140236776	140261955	140238186	140255003	13	140236776,140238899,140239217,140239937,140240305,140241788,140242069,140242383,140243160,140243837,140245387,140254838,140261751,	140238369,140239036,140239339,140240140,140240428,140241975,140242147,140242577,140243353,140244046,140245519,140255019,140261955,
NM_007602	Capn5	chr7	-	105270069	105326703	105272382	105310590	13	105270069,105273751,105274338,105274755,105276982,105277753,105279700,105280185,105281342,105284269,105300321,105310425,105326553,	105272565,105273888,105274454,105274952,105277105,105277949,105279778,105280379,105281535,105284478,105300453,105310620,105326703,
NM_175541	Mum1l1	chrX	+	135744582	135772870	135769253	135771299	6	135744582,135745277,135747629,135765824,135768217,135769037,	135744756,135745345,135747777,135765953,135768384,135772870,
NM_009794	Capn2	chr1	-	184397385	184447614	184398342	184447485	21	184397385,184400309,184400809,184402651,184403054,184404012,184407381,184408678,184409836,184411577,184412666,184414333,184416674,184417845,184419124,184420095,184420997,184422192,184422882,184442337,184447248,	184398366,184400368,184400926,184402730,184403123,184404077,184407439,184408744,184409873,184411789,184412678,184414503,184416835,184417920,184419210,184420179,184421166,184422326,184423001,184442407,184447614,
NM_001110504	Capn1	chr19	-	5988566	6015825	5989360	6014467	22	5988566,5989991,5990337,5991538,5991855,5992349,5993873,5994020,5994559,5994678,5996778,5997690,6007251,6007499,6008675,6009086,6011014,6011296,6013588,6013995,6014200,6015735,	5989387,5990050,5990454,5991617,5991924,5992414,5993931,5994086,5994599,5994887,5996790,5997866,6007412,6007574,6008761,6009170,6011183,6011430,6013707,6014065,6014468,6015825,
NM_001128601	Gm2382	chr9	-	88580467	88614636	88583590	88614613	3	88580467,88610325,88614496,	88583823,88610587,88614636,
NM_177259	Dab1	chr4	+	104040142	104417441	104151813	104404770	15	104040142,104151678,104277902,104285773,104351306,104352057,104352674,104354202,104360987,104390814,104393126,104400164,104404229,104404674,104414117,	104040322,104151880,104278042,104285872,104351438,104352177,104352713,104354268,104361047,104390877,104393235,104400713,104404357,104404785,104417441,
NM_001012400	AU022252	chr4	-	118898614	118905329	118898946	118905266	5	118898614,118899405,118900631,118904958,118905187,	118899132,118899537,118900718,118905074,118905329,
NM_130890	Capn8	chr1	+	184495137	184565359	184495191	184562238	21	184495137,184502063,184527077,184527705,184528792,184529672,184532159,184533777,184534570,184537724,184541219,184543456,184544919,184550280,184552591,184554049,184557666,184558108,184558729,184560232,184562214,	184495428,184502133,184527196,184527839,184528961,184529756,184532245,184533852,184534731,184537900,184541231,184543668,184544956,184550349,184552649,184554114,184557735,184558187,184558846,184560291,184565359,
NM_027597	Fam71d	chr12	+	79792521	79835498	79811257	79835164	8	79792521,79800139,79811256,79813050,79815906,79820381,79835157,79835292,	79792779,79800200,79811413,79813250,79816486,79820620,79835192,79835498,
NM_008739	Nsd1	chr13	+	55311142	55419684	55314581	55415089	23	55311142,55314564,55335255,55340050,55346878,55361704,55362904,55364693,55369808,55377883,55378892,55384019,55391415,55392491,55394918,55397347,55399924,55401051,55403087,55404199,55408296,55411697,55413479,	55311236,55315511,55335391,55340223,55349438,55361829,55363175,55364803,55369884,55378002,55379036,55384143,55391616,55392671,55395075,55397553,55400037,55401321,55403204,55404341,55408403,55411902,55419684,
NM_023596	Slc29a3	chr10	-	60174825	60215530	60178583	60215482	6	60174825,60183608,60186511,60193317,60213133,60215481,	60179238,60183771,60186738,60193400,60213432,60215530,
NM_026162	Plxdc2	chr2	+	16277948	16673314	16278752	16672934	14	16277948,16433648,16469743,16486962,16560213,16571735,16582400,16591120,16591449,16624943,16633708,16635296,16650879,16672817,	16278864,16433860,16469890,16487032,16560336,16571854,16582500,16591216,16591531,16625010,16633856,16635335,16651040,16673314,
NM_028199	Plxdc1	chr11	-	97784547	97847760	97785801	97847630	14	97784547,97787126,97789747,97793520,97795288,97799843,97802126,97815196,97816064,97816714,97817412,97817736,97839816,97847551,	97785921,97787287,97789783,97793653,97795349,97799925,97802222,97815296,97816183,97816837,97817482,97817880,97839995,97847760,
NM_007854	Slc29a2	chr19	+	5024005	5031963	5024248	5031113	12	5024005,5024510,5026027,5026357,5027024,5027342,5027679,5028840,5029211,5029408,5030287,5031001,	5024277,5024592,5026188,5026497,5027159,5027440,5027764,5028971,5029320,5029494,5030490,5031963,
NM_026527	Chac2	chr11	-	30876578	30886365	30877380	30886246	3	30876578,30879564,30886111,	30877746,30879600,30886365,
NM_026929	Chac1	chr2	+	119176977	119180057	119177138	119179326	3	119176977,119178092,119178924,	119177372,119178128,119180057,
NM_011591	Timm17b	chrX	+	7476523	7485477	7476569	7483702	6	7476523,7478086,7480798,7483196,7483406,7483613,	7476595,7478186,7480862,7483325,7483517,7485477,
NM_001039386	Nsmf	chr2	+	24909898	24918399	24910120	24917289	16	24909898,24910517,24911155,24912620,24913484,24913772,24914540,24915124,24915658,24915998,24916211,24916333,24916578,24916781,24917012,24917191,	24910191,24910579,24911656,24912696,24913490,24913841,24914593,24915214,24915783,24916082,24916245,24916404,24916658,24916884,24917088,24918399,
NM_011590	Timm17a	chr1	-	137198123	137210314	137198494	137210296	6	137198123,137201006,137202665,137205711,137206347,137210270,	137198580,137201117,137202794,137205775,137206447,137210314,
NM_011731	Slc6a20b	chr9	-	123501908	123541683	123504110	123541477	11	123501908,123505160,123506344,123507528,123512844,123513825,123516642,123518116,123519397,123521106,123541227,	123504260,123505326,123506504,123507733,123513007,123514067,123516753,123518344,123519489,123521247,123541683,
NM_139142	Slc6a20a	chr9	-	123545242	123587950	123546113	123587924	11	123545242,123546910,123549685,123550827,123564120,123565338,123566519,123569512,123572066,123573670,123587803,	123546263,123547076,123549845,123551032,123564283,123565580,123566630,123569740,123572158,123573811,123587950,
NM_001029938	Rilp	chr11	+	75323595	75326665	75323649	75326345	8	75323595,75323945,75324133,75324323,75324790,75325281,75325852,75326200,	75323874,75324039,75324240,75324509,75324936,75325404,75325936,75326665,
NM_028419	Glrx5	chr12	+	106270898	106279064	106270909	106278660	2	106270898,106278484,	106271192,106279064,
NM_010479	Hspa1a	chr17	-	35106310	35109101	35106944	35108870	1	35106310,	35109101,
NM_001038592	Glrx2	chr1	+	145586697	145593904	145586790	145593769	4	145586697,145588777,145592176,145593637,	145586888,145588841,145592353,145593904,
NM_023140	Glrx3	chr7	+	144629330	144659939	144629356	144659666	11	144629330,144636661,144644379,144645095,144650805,144651163,144653028,144654643,144655780,144656097,144659615,	144629454,144636770,144644454,144645297,144650978,144651225,144653086,144654696,144655820,144656190,144659939,
NM_177608	Secisbp2l	chr2	-	125562726	125608606	125566000	125608358	18	125562726,125569549,125571532,125573120,125576014,125577464,125578549,125582929,125583167,125583901,125586007,125593110,125593544,125593842,125597144,125598911,125601288,125608334,	125566653,125569769,125571687,125573341,125576177,125577597,125578716,125583071,125583335,125583982,125586142,125593226,125593569,125594069,125597280,125599236,125601467,125608606,
NM_001102430	Arfgef1	chr1	-	10127650	10222751	10128912	10222575	38	10127650,10130547,10131639,10132656,10134798,10137483,10141881,10143466,10143687,10144361,10146994,10147980,10149648,10149957,10150781,10151043,10153777,10162914,10163274,10164147,10169906,10170950,10173743,10174056,10174466,10178837,10179307,10179519,10184337,10188923,10189809,10194888,10199505,10203124,10204205,10205917,10206609,10222451,	10129077,10130665,10131778,10132825,10134938,10137616,10141954,10143605,10143823,10144491,10147125,10148141,10149821,10150109,10150951,10151084,10153868,10163065,10163433,10164276,10170058,10171122,10173828,10174262,10174578,10179039,10179416,10179759,10184572,10189057,10189985,10194990,10199782,10203304,10204352,10206074,10206640,10222751,
NM_001085495	Arfgef2	chr2	+	166631080	166723548	166631214	166720288	39	166631080,166652426,166653041,166659970,166661112,166661701,166668184,166670949,166674366,166676542,166677454,166678754,166680404,166681906,166684762,166685285,166685813,166686024,166687083,166689056,166690192,166691179,166692411,166692645,166692787,166694391,166695709,166696958,166699075,166699362,166701992,166703770,166704017,166706671,166711278,166715768,166717266,166719000,166720111,	166631335,166652457,166653165,166660117,166661292,166661957,166668253,166671101,166674497,166676777,166677554,166678894,166680513,166682090,166684874,166685491,166685898,166686196,166687235,166689185,166690351,166691327,166692511,166692686,166692957,166694543,166695882,166697119,166699206,166699492,166702128,166703909,166704072,166706786,166711409,166715937,166717405,166719118,166723548,
NM_026198	Tmem167b	chr3	-	108357255	108365384	108361795	108365198	3	108357255,108363104,108365188,	108361878,108363236,108365384,
NM_025757	Gid4	chr11	+	60230646	60258774	60231157	60255544	6	60230646,60238275,60245834,60249849,60251944,60255480,	60231346,60238335,60245942,60249951,60252075,60258774,
NM_011663	Zrsr1	chr11	+	22872004	22874907	22873227	22874514	1	22872004,	22874907,
NM_009453	Zrsr2	chrX	-	160370524	160396598	160374220	160396258	11	160370524,160377237,160378050,160381031,160387191,160388118,160391501,160392305,160394403,160395847,160396205,	160374897,160377347,160378106,160381245,160387310,160388157,160391588,160392414,160394485,160395927,160396598,
NM_023324	Peli1	chr11	+	20991326	21050571	21036117	21048526	7	20991326,21036048,21040566,21042558,21046917,21047260,21047959,	20991681,21036188,21040696,21042660,21047115,21047449,21050571,
NM_028372	Mblac2	chr13	+	81850415	81892264	81850527	81889345	2	81850415,81888959,	81850981,81892264,
NM_177878	Mblac1	chr5	+	138635541	138636858	138635625	138636408	1	138635541,	138636858,
NM_027411	Spdl1	chr11	-	34622688	34647143	34623196	34644382	12	34622688,34626827,34632624,34633279,34634391,34635682,34635875,34636061,34636831,34638864,34644226,34646989,	34623344,34627176,34632812,34633389,34634532,34635793,34635974,34636211,34637029,34639041,34644401,34647143,
NM_026656	Mcoln2	chr3	+	145812796	145858474	145812893	145857755	14	145812796,145826498,145832895,145834916,145838420,145838620,145839474,145843122,145844669,145846430,145846637,145853223,145855191,145857718,	145812970,145826658,145833069,145835070,145838505,145838717,145839574,145843235,145844819,145846532,145846760,145853430,145855313,145858474,
NM_029607	Gid8	chr2	+	180447250	180456176	180447907	180452716	4	180447250,180449394,180451563,180452542,	180448025,180449591,180451761,180456176,
NM_021344	Tesc	chr5	+	118477832	118511885	118477938	118511688	8	118477832,118496323,118503592,118504838,118506385,118506545,118509450,118511610,	118477996,118496393,118503673,118504978,118506447,118506653,118509498,118511885,
NM_025652	Gtf3a	chr5	+	147760232	147767180	147760356	147767111	9	147760232,147762108,147762762,147763449,147764302,147764802,147765423,147766699,147766943,	147760551,147762209,147762859,147763538,147764376,147764883,147765653,147766759,147767180,
NM_025961	Gatm	chr2	-	122420212	122437013	122421232	122436952	9	122420212,122423107,122423872,122426114,122426427,122428240,122429317,122435404,122436883,	122421345,122423224,122423936,122426279,122426565,122428431,122429513,122435623,122437013,
NM_207668	Acpp	chr9	-	104189409	104240052	104193740	104239989	11	104189409,104203145,104209214,104211739,104216637,104218555,104222303,104226381,104226972,104229210,104239872,	104193859,104203315,104209318,104211822,104216770,104218648,104222402,104226534,104227059,104229306,104240052,
NM_177992	Gmpr2	chr14	+	56291071	56297577	56291551	56297250	10	56291071,56291542,56291786,56294163,56294395,56295591,56295764,56296042,56296707,56297060,	56291221,56291638,56291906,56294247,56294569,56295673,56295871,56296085,56296867,56297577,
NM_029645	Gatc	chr5	-	115782870	115791170	115784547	115791158	3	115782870,115785475,115790850,	115784603,115785579,115791170,
NM_029793	Golga1	chr2	-	38871674	38920926	38873928	38918896	23	38871674,38874509,38875002,38875590,38878220,38878659,38878892,38879728,38888676,38889580,38890744,38894559,38896746,38902542,38903116,38903829,38905678,38907523,38908475,38911579,38918761,38920194,38920900,	38874009,38874596,38875173,38875650,38878364,38878793,38878995,38879818,38888772,38889730,38890840,38894655,38896872,38902654,38903286,38903958,38905711,38907621,38908550,38911670,38919024,38920243,38920926,
NM_019980	Litaf	chr16	-	10959584	10993214	10961035	10966737	4	10959584,10963349,10966517,10993138,	10961144,10963506,10966742,10993214,
NM_134010	Nup107	chr10	-	117187676	117229761	117187915	117229667	28	117187676,117188375,117194322,117194951,117196227,117198300,117199078,117200786,117201372,117202966,117203389,117207243,117207431,117208389,117210110,117210331,117211511,117213266,117214184,117214648,117217733,117218376,117219012,117222050,117224848,117227029,117227522,117229659,	117188023,117188543,117194436,117195077,117196388,117198403,117199191,117200937,117201411,117203085,117203459,117207292,117207577,117208449,117210187,117210422,117211625,117213345,117214273,117214720,117217782,117218504,117219116,117222195,117224967,117227116,117227614,117229761,
NM_172840	Vwa2	chr19	+	56948905	56986565	56955624	56985235	14	56948905,56955614,56959512,56961367,56968255,56972363,56976017,56976725,56977956,56979968,56980879,56983321,56984179,56985104,	56949068,56955676,56959587,56961501,56968365,56972555,56976151,56976858,56978012,56980076,56981452,56983873,56984305,56986565,
NM_203507	Rwdd4a	chr8	+	48618998	48638177	48619273	48636081	7	48618998,48622632,48628045,48628235,48629464,48633142,48636045,	48619297,48622713,48628155,48628383,48629582,48633192,48638177,
NM_026137	Wdr13	chrX	-	7700428	7709984	7702670	7709453	9	7700428,7703206,7704936,7705159,7706094,7707128,7707381,7708510,7709412,	7702855,7703325,7705078,7705340,7706402,7707259,7707491,7708751,7709984,
NM_021312	Wdr12	chr1	-	60134441	60154751	60135007	60154391	13	60134441,60137362,60138880,60139134,60139352,60140598,60142554,60143889,60144884,60146095,60147863,60151275,60154350,	60135085,60137435,60139013,60139240,60139493,60140684,60142600,60144044,60145000,60146202,60147958,60151370,60154751,
NM_172255	Wdr11	chr7	+	136735376	136779247	136735491	136778489	29	136735376,136736489,136742538,136743950,136746512,136748591,136749208,136750030,136750510,136751274,136752355,136757380,136760107,136762139,136763407,136763859,136767764,136768218,136768669,136771518,136772507,136773431,136774133,136774687,136775221,136775837,136776223,136777163,136778331,	136735577,136736601,136742692,136744124,136746699,136748757,136749323,136750226,136750611,136751451,136752440,136757487,136760183,136762248,136763532,136764007,136767871,136768333,136768841,136771627,136772570,136773497,136774311,136774783,136775387,136775935,136776369,136777243,136779247,
NM_172739	Grlf1	chr7	-	17079074	17200342	17083001	17150487	7	17079074,17083932,17096541,17097756,17134411,17146806,17199820,	17083359,17084038,17096673,17097834,17134556,17150678,17200342,
NM_001113474	Lair1	chr7	-	3960700	4014806	3961292	4014704	8	3960700,3961852,3962067,3962191,3962331,3980308,4007519,4014670,	3961436,3961902,3962105,3962234,3962448,3980638,4007555,4014806,
NM_153391	Wdr19	chr5	+	65590934	65651651	65590993	65649451	37	65590934,65593798,65594190,65597648,65604053,65607041,65611674,65612857,65613228,65614267,65614749,65615007,65615926,65616529,65618282,65619424,65619694,65622194,65622516,65625335,65630796,65632093,65632310,65632751,65634557,65635358,65637034,65638699,65640028,65642137,65643517,65646289,65647519,65648240,65648974,65649342,65651352,	65590999,65593890,65594256,65597774,65604169,65607157,65611755,65612970,65613402,65614338,65614922,65615122,65616033,65616652,65618432,65619572,65619899,65622354,65622627,65625445,65630854,65632234,65632393,65632835,65634704,65635483,65637147,65638768,65640106,65642234,65643642,65646371,65647670,65648364,65649051,65649467,65651651,
NM_175450	Wdr18	chr10	+	79422896	79431990	79422907	79430344	10	79422896,79423746,79427670,79427954,79428724,79428950,79429089,79429304,79430064,79430215,	79423117,79423857,79427804,79428096,79428868,79429015,79429214,79429471,79430133,79431990,
NM_009085	Polr1c	chr17	-	46380874	46384994	46381050	46384912	9	46380874,46381254,46381474,46381747,46381979,46382564,46383055,46384677,46384843,	46381169,46381371,46381624,46381900,46382099,46382697,46383163,46384749,46384994,
NM_175344	Ano6	chr15	+	95621273	95805900	95621414	95803132	20	95621273,95694655,95724843,95742735,95743802,95744302,95746383,95750674,95757954,95762213,95771640,95773828,95778702,95779921,95780289,95786321,95792506,95796251,95798053,95802925,	95621487,95694738,95724972,95742801,95744087,95744416,95746499,95750809,95758060,95762274,95771783,95773906,95778928,95780091,95780387,95786452,95792712,95796454,95798159,95805900,
NM_153544	BC030867	chr11	+	102110195	102126492	102110403	102126010	10	102110195,102111992,102116267,102119200,102120633,102121147,102121392,102121804,102123496,102125948,	102110406,102112043,102117335,102119284,102120774,102121256,102121478,102121930,102123614,102126492,
NM_011233	Rad17	chr13	-	101387121	101421016	101387598	101419674	17	101387121,101389048,101392752,101394374,101397464,101397714,101399354,101401010,101402836,101403150,101403405,101403817,101406896,101413474,101414945,101419632,101420776,	101387887,101389106,101392873,101394521,101397611,101397800,101399537,101401122,101402906,101403276,101403458,101403954,101407053,101413558,101415200,101419736,101421016,
NM_001135727	Sh3kbp1	chrX	+	156065339	156412096	156065619	156411098	18	156065339,156121475,156201943,156241651,156254508,156266305,156303256,156316053,156339607,156351920,156355167,156357689,156381128,156396144,156399696,156404145,156409793,156411056,	156065623,156121633,156202067,156241755,156254638,156266511,156303332,156316148,156339715,156351972,156355248,156357849,156381214,156396254,156399825,156404414,156409857,156412096,
NM_009774	Bub3	chr7	+	138703904	138714686	138704223	138714402	8	138703904,138704223,138705050,138706847,138709706,138711697,138712018,138714392,	138703968,138704418,138705120,138706999,138709865,138711875,138712235,138714686,
NM_170778	Dpyd	chr3	+	118265095	119135834	118265193	119134575	23	118265095,118313362,118377406,118462573,118484753,118500265,118506968,118514097,118600011,118602084,118619990,118647068,118702087,118767796,118838639,118844819,118897159,118897986,118968872,119017669,119115051,119130065,119134404,	118265232,118313473,118377489,118462661,118484915,118500462,118507050,118514185,118600119,118602254,118620201,118647253,118702303,118767961,118838708,118844903,118897280,118898106,118969015,119017849,119115195,119130206,119135834,
NM_011353	Serf1	chr13	+	100877973	100884185	100878177	100883992	3	100877973,100878977,100883919,	100878184,100879086,100884185,
NM_021385	Rad18	chr6	-	112569196	112646664	112570798	112646588	12	112569196,112594581,112599588,112615271,112622117,112625739,112629910,112631332,112636709,112637970,112643462,112646537,	112570898,112594741,112599831,112615332,112622194,112625924,112630010,112631670,112636780,112638032,112643544,112646664,
NM_010687	Large	chr8	-	75335659	75876455	75339722	75738129	15	75335659,75341974,75347591,75361305,75376023,75383088,75407106,75409589,75435954,75572192,75622728,75640301,75655729,75738023,75876364,	75339920,75342170,75347738,75361584,75376187,75383244,75407232,75409702,75436059,75572364,75622852,75640384,75656031,75738211,75876455,
NM_178688	Ablim1	chr19	-	57107760	57290522	57111713	57290447	25	57107760,57113896,57114976,57116399,57117486,57118285,57119370,57121414,57123951,57125619,57133574,57135742,57138255,57142580,57143349,57148344,57151903,57154302,57158005,57207351,57209071,57226762,57229641,57247814,57290203,	57111827,57113977,57115054,57116465,57117551,57118388,57119462,57121555,57123999,57125724,57133694,57135872,57138291,57142736,57143427,57148392,57151987,57154361,57158093,57207445,57209198,57226872,57229825,57247949,57290522,
NM_198649	Ablim3	chr18	-	61959052	62071478	61960948	62070895	23	61959052,61964719,61965290,61966040,61968033,61968585,61970964,61973195,61973851,61976575,61978642,61979444,61980020,61981526,61983520,61986154,61999343,62005443,62008951,62014856,62016655,62031219,62070882,	61961062,61964800,61965298,61966101,61968092,61968615,61971112,61973260,61973986,61976623,61978741,61979571,61980050,61981682,61983592,61986213,61999431,62005537,62009078,62014969,62016839,62031357,62071478,
NM_177678	Ablim2	chr5	+	36100528	36227618	36100699	36226068	20	36100528,36141101,36145008,36149687,36151831,36154774,36166673,36170772,36175701,36179596,36183929,36191452,36192164,36199776,36200474,36209353,36215818,36217281,36217481,36225954,	36100709,36141245,36145192,36149803,36151958,36154868,36166761,36170831,36175779,36179746,36184050,36191554,36192218,36199829,36200613,36209415,36215873,36217289,36217562,36227618,
NM_010514	Igf2	chr7	-	149836680	149844709	149839720	149844295	4	149836680,149840204,149841558,149844268,	149839957,149840353,149841721,149844709,
NM_028015	Cers5	chr15	-	99566018	99602946	99566651	99602810	10	99566018,99569095,99569836,99570032,99571374,99572039,99576319,99577467,99581666,99602613,	99566867,99569252,99569943,99570161,99571467,99572090,99576377,99577598,99581772,99602946,
NM_144897	Apoa1bp	chr3	-	87860438	87862417	87860495	87862412	6	87860438,87860907,87861645,87861842,87862051,87862248,	87860698,87861055,87861759,87861953,87862160,87862417,
NM_007658	Cdc25a	chr9	+	109778082	109796398	109778493	109794723	15	109778082,109779664,109780771,109781734,109782337,109783976,109785992,109786622,109786846,109789751,109791377,109791535,109792214,109794248,109794582,	109778663,109779738,109780814,109781771,109782439,109784081,109786118,109786697,109787014,109789850,109791440,109791634,109792345,109794360,109796398,
NM_133998	Fam207a	chr10	-	76949407	76978558	76951094	76978485	6	76949407,76952742,76960107,76966590,76977050,76978347,	76951218,76952811,76960258,76966659,76977159,76978558,
NM_011759	Zfp41	chr15	+	75447113	75455729	75448630	75449227	3	75447113,75448473,75453980,	75447458,75450121,75455729,
NM_144894	Zgpat	chr2	+	181099635	181115488	181100376	181115218	7	181099635,181100349,181113087,181113455,181114274,181114478,181115079,	181100081,181100957,181113221,181113611,181114394,181114884,181115488,
NM_029581	Mtif3	chr5	-	147766491	147775373	147767169	147770851	4	147766491,147768362,147770400,147775287,	147767391,147768520,147770852,147775373,
