Database of representative transcript models for protein-coding genes in S. cerevisiae and for the poly(A)-tail length standards.
Transcript models are from the Saccharomyces Genome Database, with 3' ends reannotated by David Weinberg.
Coordinates of yeast genes are based on the sacCer3 genome assembly.
GeneID	GeneID	Chromosome	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
YKR070W	YKR070W	chrXI	+	573565	574794	573573	574632	1	573565,	574794,
YKR071C	YKR071C	chrXI	-	574679	576024	574933	575980	1	574679,	576024,
YKR072C	YKR072C	chrXI	-	576215	578289	576434	578123	1	576215,	578289,
YKR074W	YKR074W	chrXI	+	579208	579676	579208	579676	1	579208,	579676,
YKR075C	YKR075C	chrXI	-	579826	580750	579826	580750	1	579826,	580750,
YKR076W	YKR076W	chrXI	+	582212	583435	582282	583395	1	582212,	583435,
YKR077W	YKR077W	chrXI	+	583626	584828	583652	584744	1	583626,	584828,
YKR078W	YKR078W	chrXI	+	584933	586752	584951	586709	1	584933,	586752,
YKR079C	YKR079C	chrXI	-	586646	589518	586788	589305	1	586646,	589518,
YKR080W	YKR080W	chrXI	+	590323	591507	590394	591357	1	590323,	591507,
YKR081C	YKR081C	chrXI	-	591412	592562	591505	592540	1	591412,	592562,
YKR082W	YKR082W	chrXI	+	592802	596373	592824	596298	1	592802,	596373,
YKR083C	YKR083C	chrXI	-	596420	596822	596420	596822	1	596420,	596822,
YKR084C	YKR084C	chrXI	-	596952	598926	597054	598890	1	596952,	598926,
YKR085C	YKR085C	chrXI	-	599027	599691	599093	599681	1	599027,	599691,
YKR086W	YKR086W	chrXI	+	599831	603165	599856	603072	1	599831,	603165,
YKR087C	YKR087C	chrXI	-	603094	604238	603194	604232	1	603094,	604238,
YKR088C	YKR088C	chrXI	-	604336	605432	604404	605418	1	604336,	605432,
YKR089C	YKR089C	chrXI	-	605512	608431	605632	608365	1	605512,	608431,
YKR090W	YKR090W	chrXI	+	608945	611066	608945	611066	1	608945,	611066,
YKR091W	YKR091W	chrXI	+	611491	612384	611524	612265	1	611491,	612384,
YKR092C	YKR092C	chrXI	-	612417	613928	612664	613885	1	612417,	613928,
YKR093W	YKR093W	chrXI	+	615729	617535	615729	617535	1	615729,	617535,
YKR095W	YKR095W	chrXI	+	619646	625596	619804	625432	1	619646,	625596,
YKR095W-A	YKR095W-A	chrXI	+	625852	626326	625863	626205	2	625852,625976,	625901,626326,
YKR096W	YKR096W	chrXI	+	626792	630380	626792	630380	1	626792,	630380,
YKR097W	YKR097W	chrXI	+	631151	632801	631151	632801	1	631151,	632801,
YKR098C	YKR098C	chrXI	-	632945	635317	633025	635179	1	632945,	635317,
YKR099W	YKR099W	chrXI	+	635850	638286	635850	638286	1	635850,	638286,
YKR100C	YKR100C	chrXI	-	638900	639968	638900	639968	1	638900,	639968,
YKR101W	YKR101W	chrXI	+	640539	642504	640539	642504	1	640539,	642504,
YKR104W	YKR104W	chrXI	+	656835	657756	656835	657756	1	656835,	657756,
YOL100W	YOL100W	chrXV	+	129236	132482	129236	132482	1	129236,	132482,
YOL034W	YOL034W	chrXV	+	259922	263204	259922	263204	1	259922,	263204,
YOR033C	YOR033C	chrXV	-	392357	394596	392415	394524	1	392357,	394596,
YOR108W	YOR108W	chrXV	+	522995	525004	523026	524841	1	522995,	525004,
YOR172W	YOR172W	chrXV	+	654209	656570	654209	656570	1	654209,	656570,
YOR239W	YOR239W	chrXV	+	784787	786951	784856	786744	2	784787,785688,	785687,786951,
YOR321W	YOR321W	chrXV	+	915950	918323	916029	918291	1	915950,	918323,
YOL164W	YOL164W	chrXV	+	6174	8115	6174	8115	1	6174,	8115,
YOL163W	YOL163W	chrXV	+	9596	10106	9596	10106	1	9596,	10106,
YOL159C-A	YOL159C-A	chrXV	-	15232	15505	15232	15505	1	15232,	15505,
YOL159C	YOL159C	chrXV	-	17280	17796	17280	17796	1	17280,	17796,
YOL158C	YOL158C	chrXV	-	19328	21334	19490	21311	1	19328,	21334,
YOL154W	YOL154W	chrXV	+	34657	35407	34657	35407	1	34657,	35407,
YOL152W	YOL152W	chrXV	+	40747	42610	40747	42610	1	40747,	42610,
YOL151W	YOL151W	chrXV	+	43665	44789	43693	44722	1	43665,	44789,
YOL149W	YOL149W	chrXV	+	44917	45752	44937	45633	1	44917,	45752,
YOL148C	YOL148C	chrXV	-	45587	47635	45759	47574	1	45587,	47635,
YOL147C	YOL147C	chrXV	-	47789	48666	47932	48643	1	47789,	48666,
YOL146W	YOL146W	chrXV	+	48863	49448	48863	49448	1	48863,	49448,
YOL145C	YOL145C	chrXV	-	49439	52840	49554	52788	1	49439,	52840,
YOL144W	YOL144W	chrXV	+	53085	54592	53097	54552	1	53085,	54592,
YOL143C	YOL143C	chrXV	-	54594	55104	54594	55104	1	54594,	55104,
YOL142W	YOL142W	chrXV	+	55549	56343	55557	56280	1	55549,	56343,
YOL141W	YOL141W	chrXV	+	56434	59162	56451	58539	1	56434,	59162,
YOL140W	YOL140W	chrXV	+	58758	60030	58758	60030	1	58758,	60030,
YOL139C	YOL139C	chrXV	-	60382	61024	60382	61024	1	60382,	61024,
YOL138C	YOL138C	chrXV	-	61225	65401	61324	65350	1	61225,	65401,
YOL137W	YOL137W	chrXV	+	65563	67324	65620	67114	1	65563,	67324,
YOL136C	YOL136C	chrXV	-	67560	68754	67560	68754	1	67560,	68754,
YOL135C	YOL135C	chrXV	-	69215	70055	69375	70044	1	69215,	70055,
YOL133W	YOL133W	chrXV	+	70289	71001	70324	70690	1	70289,	71001,
YOL132W	YOL132W	chrXV	+	71299	72715	71299	72715	1	71299,	72715,
YOL131W	YOL131W	chrXV	+	73030	73357	73030	73357	1	73030,	73357,
YOL130W	YOL130W	chrXV	+	74146	77351	74399	76979	1	74146,	77351,
YOL129W	YOL129W	chrXV	+	77538	78261	77559	78114	1	77538,	78261,
YOL128C	YOL128C	chrXV	-	78351	79479	78351	79479	1	78351,	79479,
YOL127W	YOL127W	chrXV	+	80325	81239	80347	81190	2	80325,80774,	80360,81239,
YOL126C	YOL126C	chrXV	-	81786	82920	81786	82920	1	81786,	82920,
YOL125W	YOL125W	chrXV	+	83833	85264	83833	85264	1	83833,	85264,
YOL124C	YOL124C	chrXV	-	85313	86804	85455	86757	1	85313,	86804,
YOL123W	YOL123W	chrXV	+	87458	89587	87843	89448	1	87458,	89587,
YOL122C	YOL122C	chrXV	-	89691	91419	89691	91419	1	89691,	91419,
YOL119C	YOL119C	chrXV	-	94708	96398	94855	96361	1	94708,	96398,
YOL117W	YOL117W	chrXV	+	97550	99488	97550	99488	1	97550,	99488,
YOL116W	YOL116W	chrXV	+	99808	100957	99808	100957	1	99808,	100957,
YOL115W	YOL115W	chrXV	+	101411	103337	101474	103229	1	101411,	103337,
YOL114C	YOL114C	chrXV	-	103316	103925	103316	103925	1	103316,	103925,
YOL113W	YOL113W	chrXV	+	104289	106386	104325	106293	1	104289,	106386,
YOL112W	YOL112W	chrXV	+	106597	108267	106709	108188	1	106597,	108267,
YOL111C	YOL111C	chrXV	-	108204	108975	108257	108896	1	108204,	108975,
YOL110W	YOL110W	chrXV	+	109138	110040	109175	109889	1	109138,	110040,
YOL109W	YOL109W	chrXV	+	110296	110638	110296	110638	1	110296,	110638,
YOL108C	YOL108C	chrXV	-	111178	111891	111430	111886	1	111178,	111891,
YOL107W	YOL107W	chrXV	+	112043	113173	112101	113130	1	112043,	113173,
YOL105C	YOL105C	chrXV	-	114137	115808	114137	115808	1	114137,	115808,
YOL104C	YOL104C	chrXV	-	116395	117454	116395	117454	1	116395,	117454,
YOL103W	YOL103W	chrXV	+	124000	125830	124000	125830	1	124000,	125830,
YOL102C	YOL102C	chrXV	-	125887	126709	125996	126689	1	125887,	126709,
YOL101C	YOL101C	chrXV	-	126981	127920	126981	127920	1	126981,	127920,
YOL098C	YOL098C	chrXV	-	132484	135903	132724	135838	1	132484,	135903,
YOL097W-A	YOL097W-A	chrXV	+	136219	136405	136219	136405	1	136219,	136405,
YOL097C	YOL097C	chrXV	-	136393	137851	136526	137825	1	136393,	137851,
YOL096C	YOL096C	chrXV	-	137990	139071	138106	139045	1	137990,	139071,
YOL095C	YOL095C	chrXV	-	139157	141381	139226	141347	1	139157,	141381,
YOL094C	YOL094C	chrXV	-	141537	142613	141583	142555	1	141537,	142613,
YOL093W	YOL093W	chrXV	+	142787	143817	142814	143696	1	142787,	143817,
YOL092W	YOL092W	chrXV	+	144177	145172	144203	145130	1	144177,	145172,
YOL091W	YOL091W	chrXV	+	145333	147163	145333	147163	1	145333,	147163,
YOL090W	YOL090W	chrXV	+	147323	150372	147381	150276	1	147323,	150372,
YOL089C	YOL089C	chrXV	-	150397	153490	150397	153490	1	150397,	153490,
YOL088C	YOL088C	chrXV	-	153746	154779	153911	154745	1	153746,	154779,
YOL087C	YOL087C	chrXV	-	155286	158637	155286	158637	1	155286,	158637,
YOL086W-A	YOL086W-A	chrXV	+	159153	159539	159172	159445	1	159153,	159539,
YOL086C	YOL086C	chrXV	-	159458	160633	159547	160594	1	159458,	160633,
YOL084W	YOL084W	chrXV	+	162355	165331	162355	165331	1	162355,	165331,
YOL083W	YOL083W	chrXV	+	165583	167028	165713	166952	1	165583,	167028,
YOL082W	YOL082W	chrXV	+	168726	169974	168726	169974	1	168726,	169974,
YOL081W	YOL081W	chrXV	+	171069	180309	171069	180309	1	171069,	180309,
YOL080C	YOL080C	chrXV	-	180557	181427	180557	181427	1	180557,	181427,
YOL078W	YOL078W	chrXV	+	181666	185236	181681	185212	1	181666,	185236,
YOL077W-A	YOL077W-A	chrXV	+	185437	185644	185437	185644	1	185437,	185644,
YOL077C	YOL077C	chrXV	-	185847	186723	185847	186723	1	185847,	186723,
YOL076W	YOL076W	chrXV	+	187000	189514	187023	189414	1	187000,	189514,
YOL075C	YOL075C	chrXV	-	189657	193542	189657	193542	1	189657,	193542,
YOL073C	YOL073C	chrXV	-	193780	194837	193831	194800	1	193780,	194837,
YOL072W	YOL072W	chrXV	+	194946	196436	194969	196337	1	194946,	196436,
YOL071W	YOL071W	chrXV	+	196506	196995	196506	196995	1	196506,	196995,
YOL070C	YOL070C	chrXV	-	197103	198754	197219	198725	1	197103,	198754,
YOL069W	YOL069W	chrXV	+	198923	200459	198941	200297	1	198923,	200459,
YOL067C	YOL067C	chrXV	-	201984	202518	201984	202518	1	201984,	202518,
YOL066C	YOL066C	chrXV	-	202652	204487	202695	204471	1	202652,	204487,
YOL065C	YOL065C	chrXV	-	204726	205913	204730	205885	1	204726,	205913,
YOL064C	YOL064C	chrXV	-	205993	207209	206102	207176	1	205993,	207209,
YOL063C	YOL063C	chrXV	-	207341	210339	207391	210265	1	207341,	210339,
YOL062C	YOL062C	chrXV	-	210441	212016	210519	211995	1	210441,	212016,
YOL061W	YOL061W	chrXV	+	212185	213862	212243	213734	1	212185,	213862,
YOL060C	YOL060C	chrXV	-	214016	216137	214016	216137	1	214016,	216137,
YOL059W	YOL059W	chrXV	+	217125	218448	217125	218448	1	217125,	218448,
YOL058W	YOL058W	chrXV	+	219150	220607	219210	220473	1	219150,	220607,
YOL057W	YOL057W	chrXV	+	220742	223049	220766	222902	1	220742,	223049,
YOL056W	YOL056W	chrXV	+	223187	224352	223267	224179	1	223187,	224352,
YOL055C	YOL055C	chrXV	-	224419	226075	224419	226075	1	224419,	226075,
YOL054W	YOL054W	chrXV	+	228554	229913	228613	229834	1	228554,	229913,
YOL053W	YOL053W	chrXV	+	230084	231272	230084	231272	1	230084,	231272,
YOL052C-A	YOL052C-A	chrXV	-	231569	231755	231569	231755	1	231569,	231755,
YOL052C	YOL052C	chrXV	-	232332	233651	232445	233636	1	232332,	233651,
YOL049W	YOL049W	chrXV	+	238618	240094	238618	240094	1	238618,	240094,
YOL048C	YOL048C	chrXV	-	240130	241359	240203	241310	2	240130,241025,	240947,241359,
YOL047C	YOL047C	chrXV	-	240929	242774	241613	242747	2	240929,242504,	242441,242774,
YOL045W	YOL045W	chrXV	+	243496	246802	243496	246802	1	243496,	246802,
YOL044W	YOL044W	chrXV	+	247093	248342	247149	248301	1	247093,	248342,
YOL043C	YOL043C	chrXV	-	248295	249618	248391	249534	1	248295,	249618,
YOL042W	YOL042W	chrXV	+	249773	251124	249824	250916	1	249773,	251124,
YOL041C	YOL041C	chrXV	-	251198	252719	251266	252646	1	251198,	252719,
YOL040C	YOL040C	chrXV	-	253053	253630	253148	253577	1	253053,	253630,
YOL039W	YOL039W	chrXV	+	254274	254798	254296	254617	1	254274,	254798,
YOL038C-A	YOL038C-A	chrXV	-	254925	255021	254925	255021	1	254925,	255021,
YOL038W	YOL038W	chrXV	+	255301	256657	255336	256101	1	255301,	256657,
YOL036W	YOL036W	chrXV	+	256495	259116	256744	259030	1	256495,	259116,
YOL033W	YOL033W	chrXV	+	263428	265233	263474	265085	1	263428,	265233,
YOL032W	YOL032W	chrXV	+	265364	266288	265428	266169	1	265364,	266288,
YOL031C	YOL031C	chrXV	-	266209	267605	266263	267529	1	266209,	267605,
YOL030W	YOL030W	chrXV	+	268123	269782	268186	269641	1	268123,	269782,
YOL028C	YOL028C	chrXV	-	270632	271370	270632	271370	1	270632,	271370,
YOL027C	YOL027C	chrXV	-	271778	273728	272002	273724	1	271778,	273728,
YOL026C	YOL026C	chrXV	-	273928	274365	274011	274353	1	273928,	274365,
YOL025W	YOL025W	chrXV	+	274956	276939	274956	276939	1	274956,	276939,
YOL024W	YOL024W	chrXV	+	277085	277604	277085	277604	1	277085,	277604,
YOL023W	YOL023W	chrXV	+	278046	280240	278055	280086	1	278046,	280240,
YOL022C	YOL022C	chrXV	-	280167	281529	280271	281498	1	280167,	281529,
YOL021C	YOL021C	chrXV	-	282309	285435	282420	285426	1	282309,	285435,
YOL020W	YOL020W	chrXV	+	286019	288002	286171	287950	1	286019,	288002,
YOL019W	YOL019W	chrXV	+	288897	290553	288897	290553	1	288897,	290553,
YOL018C	YOL018C	chrXV	-	290698	292123	290880	292074	1	290698,	292123,
YOL017W	YOL017W	chrXV	+	292528	294673	292528	294673	1	292528,	294673,
YOL016C	YOL016C	chrXV	-	294703	296146	294776	296120	1	294703,	296146,
YOL015W	YOL015W	chrXV	+	297077	298838	297077	298838	1	297077,	298838,
YOL014W	YOL014W	chrXV	+	299536	300146	299692	300067	1	299536,	300146,
YOL013C	YOL013C	chrXV	-	301325	303203	301379	303035	1	301325,	303203,
YOL012C	YOL012C	chrXV	-	303418	304068	303578	303983	1	303418,	304068,
YOL011W	YOL011W	chrXV	+	305297	307692	305348	307409	1	305297,	307692,
YOL010W	YOL010W	chrXV	+	307881	309143	307937	309041	1	307881,	309143,
YOL009C	YOL009C	chrXV	-	309323	310139	309323	310139	1	309323,	310139,
YOL008W	YOL008W	chrXV	+	310311	310935	310311	310935	1	310311,	310935,
YOL007C	YOL007C	chrXV	-	310981	312415	311341	312367	1	310981,	312415,
YOL006C	YOL006C	chrXV	-	312918	315426	313077	315387	1	312918,	315426,
YOL005C	YOL005C	chrXV	-	315761	316213	315812	316175	1	315761,	316213,
YOL004W	YOL004W	chrXV	+	316741	321667	316937	321548	1	316741,	321667,
YOL003C	YOL003C	chrXV	-	321747	323010	321857	322994	1	321747,	323010,
YOL002C	YOL002C	chrXV	-	323336	324372	323410	324364	1	323336,	324372,
YOL001W	YOL001W	chrXV	+	325248	326130	325248	326130	1	325248,	326130,
YOR001W	YOR001W	chrXV	+	326818	329155	326831	329033	1	326818,	329155,
YOR002W	YOR002W	chrXV	+	329364	331122	329416	331051	1	329364,	331122,
YOR003W	YOR003W	chrXV	+	331454	332891	331454	332891	1	331454,	332891,
YOR004W	YOR004W	chrXV	+	333541	334497	333591	334356	1	333541,	334497,
YOR005C	YOR005C	chrXV	-	334508	337343	334508	337343	1	334508,	337343,
YOR006C	YOR006C	chrXV	-	337607	338662	337679	338621	1	337607,	338662,
YOR007C	YOR007C	chrXV	-	338783	340035	338937	339978	1	338783,	340035,
YOR008C	YOR008C	chrXV	-	341277	342414	341277	342414	1	341277,	342414,
YOR010C	YOR010C	chrXV	-	346194	346950	346194	346950	1	346194,	346950,
YOR011W	YOR011W	chrXV	+	348704	353955	349678	353863	1	348704,	353955,
YOR012W	YOR012W	chrXV	+	356542	356956	356542	356956	1	356542,	356956,
YOR014W	YOR014W	chrXV	+	357421	360250	357673	359947	1	357421,	360250,
YOR016C	YOR016C	chrXV	-	360460	361084	360460	361084	1	360460,	361084,
YOR017W	YOR017W	chrXV	+	361348	363956	361411	363814	1	361348,	363956,
YOR018W	YOR018W	chrXV	+	364368	366882	364368	366882	1	364368,	366882,
YOR019W	YOR019W	chrXV	+	368126	370319	368126	370319	1	368126,	370319,
YOR020C	YOR020C	chrXV	-	370408	370883	370523	370844	1	370408,	370883,
YOR020W-A	YOR020W-A	chrXV	+	371500	372128	371684	371957	1	371500,	372128,
YOR021C	YOR021C	chrXV	-	372737	373470	372797	373439	1	372737,	373470,
YOR022C	YOR022C	chrXV	-	373709	375857	373709	375857	1	373709,	375857,
YOR023C	YOR023C	chrXV	-	375958	377814	376011	377712	1	375958,	377814,
YOR025W	YOR025W	chrXV	+	378204	379892	378218	379562	1	378204,	379892,
YOR026W	YOR026W	chrXV	+	379754	380988	379780	380806	1	379754,	380988,
YOR027W	YOR027W	chrXV	+	381016	382939	381052	382822	1	381016,	382939,
YOR028C	YOR028C	chrXV	-	383207	384651	383532	384420	1	383207,	384651,
YOR030W	YOR030W	chrXV	+	386824	388684	386824	388684	1	386824,	388684,
YOR031W	YOR031W	chrXV	+	389212	389422	389212	389422	1	389212,	389422,
YOR032C	YOR032C	chrXV	-	389770	391075	389770	391075	1	389770,	391075,
YOR032W-A	YOR032W-A	chrXV	+	392175	392376	392175	392376	1	392175,	392376,
YOR034C	YOR034C	chrXV	-	394836	397086	394836	397086	1	394836,	397086,
YOR035C	YOR035C	chrXV	-	397582	400125	397734	400104	1	397582,	400125,
YOR036W	YOR036W	chrXV	+	400338	401295	400347	401214	1	400338,	401295,
YOR037W	YOR037W	chrXV	+	401553	402757	401554	402655	1	401553,	402757,
YOR038C	YOR038C	chrXV	-	402664	405428	402760	405388	1	402664,	405428,
YOR039W	YOR039W	chrXV	+	405767	406544	405767	406544	1	405767,	406544,
YOR040W	YOR040W	chrXV	+	407063	407921	407063	407921	1	407063,	407921,
YOR042W	YOR042W	chrXV	+	408366	409710	408424	409660	1	408366,	409710,
YOR043W	YOR043W	chrXV	+	410464	412486	410869	412330	1	410464,	412486,
YOR044W	YOR044W	chrXV	+	412759	413700	413006	413480	1	412759,	413700,
YOR045W	YOR045W	chrXV	+	413793	414197	413851	414037	1	413793,	414197,
YOR046C	YOR046C	chrXV	-	414390	415950	414458	415907	1	414390,	415950,
YOR047C	YOR047C	chrXV	-	416193	417817	416346	417681	1	416193,	417817,
YOR048C	YOR048C	chrXV	-	418538	421714	418629	421650	1	418538,	421714,
YOR049C	YOR049C	chrXV	-	422667	423732	422667	423732	1	422667,	423732,
YOR051C	YOR051C	chrXV	-	424729	426105	424845	426084	1	424729,	426105,
YOR052C	YOR052C	chrXV	-	426504	427350	426771	427224	1	426504,	427350,
YOR054C	YOR054C	chrXV	-	427754	429999	427832	429857	1	427754,	429999,
YOR056C	YOR056C	chrXV	-	430187	431716	430246	431626	1	430187,	431716,
YOR057W	YOR057W	chrXV	+	432162	433450	432185	433373	1	432162,	433450,
YOR058C	YOR058C	chrXV	-	433379	436474	433687	436345	1	433379,	436474,
YOR060C	YOR060C	chrXV	-	440228	441188	440389	441163	1	440228,	441188,
YOR061W	YOR061W	chrXV	+	441372	442779	441533	442553	1	441372,	442779,
YOR062C	YOR062C	chrXV	-	442724	443531	442724	443531	1	442724,	443531,
YOR063W	YOR063W	chrXV	+	444662	445951	444685	445849	1	444662,	445951,
YOR064C	YOR064C	chrXV	-	446078	446738	446078	446738	1	446078,	446738,
YOR065W	YOR065W	chrXV	+	447438	448368	447438	448368	1	447438,	448368,
YOR066W	YOR066W	chrXV	+	449434	451517	449435	451325	1	449434,	451517,
YOR067C	YOR067C	chrXV	-	451643	453504	451728	453462	1	451643,	453504,
YOR069W	YOR069W	chrXV	+	453689	455908	453767	455795	1	453689,	455908,
YOR068C	YOR068C	chrXV	-	453868	454213	453868	454213	1	453868,	454213,
YOR070C	YOR070C	chrXV	-	455840	457881	455906	457820	1	455840,	457881,
YOR071C	YOR071C	chrXV	-	459479	461276	459479	461276	1	459479,	461276,
YOR073W	YOR073W	chrXV	+	464770	466543	464770	466543	1	464770,	466543,
YOR074C	YOR074C	chrXV	-	466590	467654	466674	467589	1	466590,	467654,
YOR075W	YOR075W	chrXV	+	468193	469313	468211	469252	1	468193,	469313,
YOR076C	YOR076C	chrXV	-	469285	471658	469376	471620	1	469285,	471658,
YOR077W	YOR077W	chrXV	+	471859	472753	471898	472597	1	471859,	472753,
YOR079C	YOR079C	chrXV	-	473405	474452	473474	474416	1	473405,	474452,
YOR080W	YOR080W	chrXV	+	474586	476940	474593	476792	1	474586,	476940,
YOR081C	YOR081C	chrXV	-	476809	479215	476938	479188	1	476809,	479215,
YOR083W	YOR083W	chrXV	+	479532	480420	479532	480420	1	479532,	480420,
YOR084W	YOR084W	chrXV	+	480586	481750	480586	481750	1	480586,	481750,
YOR085W	YOR085W	chrXV	+	481971	483188	482032	483085	1	481971,	483188,
YOR086C	YOR086C	chrXV	-	483131	486977	483218	486779	1	483131,	486977,
YOR087W	YOR087W	chrXV	+	487706	489734	487706	489734	1	487706,	489734,
YOR089C	YOR089C	chrXV	-	490001	490906	490195	490828	1	490001,	490906,
YOR090C	YOR090C	chrXV	-	491050	492967	491122	492841	1	491050,	492967,
YOR091W	YOR091W	chrXV	+	493369	494957	493432	494470	1	493369,	494957,
YOR092W	YOR092W	chrXV	+	495097	497170	495126	496968	1	495097,	497170,
YOR093C	YOR093C	chrXV	-	497505	502452	497505	502452	1	497505,	502452,
YOR094W	YOR094W	chrXV	+	502695	503545	502794	503346	1	502695,	503545,
YOR095C	YOR095C	chrXV	-	503435	504399	503551	504328	1	503435,	504399,
YOR096W	YOR096W	chrXV	+	505764	506823	505793	506767	2	505764,506338,	505937,506823,
YOR097C	YOR097C	chrXV	-	506884	507551	506977	507505	1	506884,	507551,
YOR098C	YOR098C	chrXV	-	507887	511239	507947	511178	1	507887,	511239,
YOR099W	YOR099W	chrXV	+	511824	513006	511824	513006	1	511824,	513006,
YOR100C	YOR100C	chrXV	-	513294	514278	513294	514278	1	513294,	514278,
YOR101W	YOR101W	chrXV	+	515168	516390	515243	516173	1	515168,	516390,
YOR103C	YOR103C	chrXV	-	516357	516863	516448	516841	1	516357,	516863,
YOR104W	YOR104W	chrXV	+	517641	518490	517641	518490	1	517641,	518490,
YOR106W	YOR106W	chrXV	+	519025	520081	519120	519972	1	519025,	520081,
YOR107W	YOR107W	chrXV	+	521059	522627	521352	522282	1	521059,	522627,
YOR109W	YOR109W	chrXV	+	525149	528835	525277	528601	1	525149,	528835,
YOR110W	YOR110W	chrXV	+	528856	530309	528940	530248	1	528856,	530309,
YOR111W	YOR111W	chrXV	+	530387	531442	530428	531127	1	530387,	531442,
YOR112W	YOR112W	chrXV	+	531436	533856	531507	533793	1	531436,	533856,
YOR113W	YOR113W	chrXV	+	533956	537136	534074	536819	1	533956,	537136,
YOR114W	YOR114W	chrXV	+	537470	538674	537569	538454	1	537470,	538674,
YOR115C	YOR115C	chrXV	-	538570	539517	538658	539465	1	538570,	539517,
YOR116C	YOR116C	chrXV	-	539647	544360	539762	544145	1	539647,	544360,
YOR117W	YOR117W	chrXV	+	544960	546465	545028	546333	1	544960,	546465,
YOR118W	YOR118W	chrXV	+	546649	548693	546856	548560	1	546649,	548693,
YOR119C	YOR119C	chrXV	-	548587	550247	548791	550246	1	548587,	550247,
YOR120W	YOR120W	chrXV	+	551027	552112	551113	552052	1	551027,	552112,
YOR122C	YOR122C	chrXV	-	552103	552911	552297	552887	2	552103,552874,	552665,552911,
YOR123C	YOR123C	chrXV	-	553103	554631	553175	554570	1	553103,	554631,
YOR124C	YOR124C	chrXV	-	554744	558750	554823	558642	1	554744,	558750,
YOR125C	YOR125C	chrXV	-	558854	559776	559029	559731	1	558854,	559776,
YOR126C	YOR126C	chrXV	-	559893	560709	559960	560677	1	559893,	560709,
YOR127W	YOR127W	chrXV	+	561169	564193	561169	564193	1	561169,	564193,
YOR128C	YOR128C	chrXV	-	564398	566218	564475	566191	1	564398,	566218,
YOR129C	YOR129C	chrXV	-	566876	569558	566876	569558	1	566876,	569558,
YOR130C	YOR130C	chrXV	-	569860	570866	569928	570807	1	569860,	570866,
YOR131C	YOR131C	chrXV	-	572125	572933	572181	572838	1	572125,	572933,
YOR132W	YOR132W	chrXV	+	573103	574884	573174	574830	1	573103,	574884,
YOR134W	YOR134W	chrXV	+	578460	580004	578563	579793	1	578460,	580004,
YOR136W	YOR136W	chrXV	+	580159	581622	580249	581359	1	580159,	581622,
YOR137C	YOR137C	chrXV	-	581812	583681	581812	583681	1	581812,	583681,
YOR138C	YOR138C	chrXV	-	584236	586390	584308	586324	1	584236,	586390,
YOR140W	YOR140W	chrXV	+	586980	589281	586980	589281	1	586980,	589281,
YOR141C	YOR141C	chrXV	-	589637	592609	589941	592587	1	589637,	592609,
YOR142W	YOR142W	chrXV	+	593056	594046	593056	594046	1	593056,	594046,
YOR143C	YOR143C	chrXV	-	601359	602393	601382	602342	1	601359,	602393,
YOR144C	YOR144C	chrXV	-	602583	605150	602716	605092	1	602583,	605150,
YOR145C	YOR145C	chrXV	-	605257	606193	605346	606171	1	605257,	606193,
YOR147W	YOR147W	chrXV	+	606568	608631	606606	608475	1	606568,	608631,
YOR148C	YOR148C	chrXV	-	608562	609220	608639	609197	1	608562,	609220,
YOR149C	YOR149C	chrXV	-	609567	611436	609837	611388	1	609567,	611436,
YOR150W	YOR150W	chrXV	+	611970	612589	611998	612490	1	611970,	612589,
YOR151C	YOR151C	chrXV	-	612996	616671	612996	616671	1	612996,	616671,
YOR152C	YOR152C	chrXV	-	617137	618879	617517	618288	1	617137,	618879,
YOR153W	YOR153W	chrXV	+	619839	624375	619839	624375	1	619839,	624375,
YOR154W	YOR154W	chrXV	+	624717	626643	624728	626492	1	624717,	626643,
YOR155C	YOR155C	chrXV	-	626511	628013	626627	627980	1	626511,	628013,
YOR157C	YOR157C	chrXV	-	630830	631789	630965	631751	1	630830,	631789,
YOR158W	YOR158W	chrXV	+	632135	633270	632163	633120	1	632135,	633270,
YOR159C	YOR159C	chrXV	-	633096	633611	633281	633566	1	633096,	633611,
YOR160W	YOR160W	chrXV	+	633769	636841	633838	636757	1	633769,	636841,
YOR161C	YOR161C	chrXV	-	636828	638724	636938	638558	1	636828,	638724,
YOR162C	YOR162C	chrXV	-	639559	641992	639559	641992	1	639559,	641992,
YOR163W	YOR163W	chrXV	+	642702	643380	642740	643307	1	642702,	643380,
YOR164C	YOR164C	chrXV	-	643264	644353	643393	644332	1	643264,	644353,
YOR165W	YOR165W	chrXV	+	644522	647063	644565	646896	1	644522,	647063,
YOR166C	YOR166C	chrXV	-	646955	648541	647125	648502	1	646955,	648541,
YOR167C	YOR167C	chrXV	-	648672	649020	648803	649007	1	648672,	649020,
YOR168W	YOR168W	chrXV	+	649273	651849	649302	651732	1	649273,	651849,
YOR171C	YOR171C	chrXV	-	651793	653958	652009	653884	1	651793,	653958,
YOR173W	YOR173W	chrXV	+	657263	658325	657263	658325	1	657263,	658325,
YOR174W	YOR174W	chrXV	+	658631	659716	658746	659601	1	658631,	659716,
YOR175C	YOR175C	chrXV	-	659631	661770	659814	661674	1	659631,	661770,
YOR176W	YOR176W	chrXV	+	662400	663582	662400	663582	1	662400,	663582,
YOR177C	YOR177C	chrXV	-	665784	667179	665784	667179	1	665784,	667179,
